gene_family,importance
GF_01386,0.030385958782496066
GF_01027,0.02226040143696444
GF_01426,0.02224057098686598
GF_01337,0.022091364527558808
GF_00406,0.021305012052089994
GF_01543,0.01975481587343358
GF_01535,0.018567321336664423
GF_01287,0.018468429386135177
GF_01679,0.018412913667134108
GF_01812,0.018271962087693376
GF_00080,0.0158506832873698
GF_01550,0.015380913974737953
GF_02222,0.01434325201975184
GF_00300,0.01388605953561651
GF_01328,0.01377142366810891
GF_00002,0.012203317479473008
GF_01637,0.01090159136392627
GF_00472,0.010880939791327695
GF_02071,0.010647843273143028
GF_02141,0.00990225248973267
GF_01745,0.009668871882475732
GF_00305,0.009603245464453954
GF_00972,0.009210188424935675
GF_00437,0.008584819152662545
GF_00578,0.008554795357320937
GF_00732,0.00852832393252449
GF_01807,0.008506992443626788
GF_00363,0.007749813763151515
GF_00605,0.0074068637163629365
GF_01333,0.0073026743003851815
GF_00574,0.007186951587928238
GF_00623,0.007166910363672714
GF_02091,0.007150119360330456
GF_01462,0.007053400395551733
GF_00566,0.007040839775764888
GF_01672,0.006800710317718497
GF_01372,0.0067938041224257836
GF_01834,0.006678735015288188
GF_01466,0.006640130902021564
GF_01783,0.006591405203303186
GF_01591,0.006512083065908317
GF_02093,0.006490892813276727
GF_01458,0.006108308835871505
GF_01635,0.00592745022133248
GF_00604,0.005889290018625064
GF_00390,0.005882167761414256
GF_01248,0.0058532281908541765
GF_00580,0.005169485611290943
GF_02180,0.005133072205734331
GF_01841,0.0050920887603207185
GF_00362,0.005006713131737081
GF_00346,0.004987488908939535
GF_00969,0.004929687560253807
GF_01390,0.004868691799324696
GF_01448,0.004858544182705418
GF_01819,0.004796043327010105
GF_01375,0.004599995044210381
GF_00887,0.004438075647260657
GF_00655,0.004403846298820182
GF_01844,0.004328617175081418
GF_00477,0.004296603630851723
GF_01334,0.004276531925735
GF_00643,0.004265258145098898
GF_02143,0.004240360149673604
GF_02110,0.0041679155244567076
GF_00409,0.004108890165242081
GF_02069,0.004105247840049111
GF_00385,0.004090543019364452
GF_02113,0.004026121189980679
GF_00856,0.003926725252451959
GF_00622,0.003878227579089996
GF_01487,0.0036354004636969346
GF_00316,0.00360535442155886
GF_00352,0.00351682967986795
GF_01240,0.003475541306003793
GF_00208,0.003449619261027519
GF_00085,0.003106066356414854
GF_01659,0.0030547886094476335
GF_01331,0.0030521010921493005
GF_00725,0.0030469464165124513
GF_00235,0.002966040947665583
GF_00608,0.00289861269888577
GF_00756,0.002877826274109826
GF_00046,0.002793141335621775
GF_00736,0.0027593070151278724
GF_02101,0.002737917799721926
GF_00659,0.002733697580985713
GF_00642,0.0026789045343684425
GF_00036,0.0026033633611266893
GF_00776,0.0024662118363116547
GF_00773,0.002455703449447752
GF_00796,0.0023836798302356048
GF_00480,0.0023760268080459225
GF_00419,0.002369764819138568
GF_00741,0.002363415946728908
GF_01634,0.002357226551189576
GF_02261,0.00233882118295382
GF_01683,0.002318822174986892
GF_00536,0.002288815767533843
GF_00125,0.0022715789803153647
GF_00777,0.0022106577927639925
GF_01693,0.002197773855179056
GF_01742,0.002197489661112298
GF_00431,0.00219559333713625
GF_00949,0.0021762518702932495
GF_00957,0.0021666574705860643
GF_01306,0.0021647728353195892
GF_01399,0.0021211296949237954
GF_01919,0.002116717824049127
GF_01733,0.002094767871555368
GF_01383,0.002061724882560271
GF_01242,0.002027768151784902
GF_00044,0.0020260359556408354
GF_00617,0.0020197866971425242
GF_00408,0.001997842576015382
GF_00771,0.001957092597955342
GF_01842,0.0019474615109614187
GF_00387,0.0019331515710017387
GF_00963,0.0019074413360122445
GF_01542,0.001820461329095694
GF_00402,0.0018182281031949726
GF_00251,0.001802206287818272
GF_01477,0.001792065808468316
GF_00422,0.0017918176595477283
GF_00250,0.0017915911907178408
GF_01439,0.0017851095162908098
GF_00386,0.0017797770232970346
GF_01241,0.0017723796262661868
GF_01404,0.0017679075799003838
GF_01811,0.0017105290393496279
GF_00405,0.001703633498522308
GF_00723,0.0016445569446946438
GF_00524,0.0016263530347874853
GF_02088,0.0016229539134359871
GF_00331,0.001618191273061468
GF_01860,0.0016146201699085698
GF_01580,0.0016123885425687883
GF_01930,0.0015856623746257534
GF_01616,0.0015850640536494386
GF_01626,0.0015661637945321703
GF_00621,0.001536882586767647
GF_01338,0.0015334351329875215
GF_00931,0.001519959770697535
GF_01641,0.0014967209039061318
GF_01236,0.0014858439868967437
GF_02178,0.0014160398433877067
GF_02070,0.0014021060506877931
GF_00047,0.0013892524334228361
GF_02140,0.001366794019241296
GF_01928,0.0013429577236396058
GF_01549,0.0013416526899951888
GF_00355,0.0013352116145619545
GF_00688,0.0013171294115878053
GF_00565,0.0013078031553106452
GF_00079,0.001306957256858521
GF_00313,0.001299773173105694
GF_00330,0.0012767141791835094
GF_01813,0.0012699062774270845
GF_01291,0.0012691943458037736
GF_00828,0.0012518090221912731
GF_00323,0.0012474290514925934
GF_01391,0.0012429245641191549
GF_00661,0.0012068646057306108
GF_00052,0.001172436932582453
GF_00728,0.001153485902353893
GF_00014,0.001150293937869844
GF_01840,0.001148730832046102
GF_01026,0.001136843705344709
GF_00302,0.0011132982257010611
GF_00588,0.001107769589518439
GF_01400,0.0011063331487718496
GF_00687,0.0010956765986097753
GF_02184,0.0010953302800878553
GF_00396,0.0010941082074918285
GF_00624,0.0010888759026702638
GF_02220,0.0010826675508401804
GF_01446,0.0010793677821535916
GF_00317,0.0010697798096848006
GF_00636,0.0010440211578807764
GF_00018,0.0010412444282101349
GF_00819,0.0010317925748266792
GF_00455,0.0010300756665084974
GF_01808,0.0010222144322080747
