accuracy,precision,recall,f1,roc_auc,model
0.8478260869565217,0.8205128205128205,1.0,0.9014084507042254,0.9575892857142856,Logistic Regression
0.9316239316239316,0.76,0.9047619047619048,0.8260869565217391,0.9682539682539683,Logistic Regression
0.6896551724137931,0.7857142857142857,0.6470588235294118,0.7096774193548387,0.7941176470588236,Logistic Regression
0.8402777777777778,0.5675675675675675,0.75,0.6461538461538462,0.8343596059113302,Logistic Regression
0.6666666666666666,0.2777777777777778,0.7142857142857143,0.4,0.7246240601503761,Logistic Regression
