gene_family,n_members,n_genomes,n_diazotroph,n_non_diazo,n_genera,frac_diazotroph
GF_01207,153,153,0,153,4,0.0
GF_01208,41,41,0,41,2,0.0
GF_01209,92,92,0,92,4,0.0
GF_01210,43,43,0,43,4,0.0
GF_01211,104,104,0,104,4,0.0
GF_01212,98,78,2,96,4,0.02040816326530612
GF_01213,62,62,0,62,3,0.0
GF_01214,89,89,0,89,4,0.0
GF_01215,152,152,0,152,4,0.0
GF_01216,92,92,0,92,4,0.0
GF_01217,54,54,0,54,2,0.0
GF_01218,98,98,0,98,4,0.0
GF_01219,78,78,0,78,3,0.0
GF_01220,96,96,0,96,4,0.0
GF_01221,59,59,0,59,3,0.0
GF_01222,80,79,0,80,3,0.0
GF_01223,126,126,0,126,4,0.0
GF_01224,96,96,0,96,4,0.0
GF_01225,93,93,0,93,4,0.0
GF_01226,61,61,0,61,3,0.0
GF_01227,96,96,0,96,4,0.0
GF_01228,43,43,0,43,3,0.0
GF_01229,80,45,0,80,3,0.0
GF_01230,146,146,61,85,36,0.4178082191780822
GF_01231,323,323,110,213,72,0.34055727554179566
GF_01232,46,46,8,38,11,0.17391304347826086
GF_01233,258,253,108,150,63,0.4186046511627907
GF_01234,133,133,46,87,39,0.3458646616541353
GF_01235,259,259,105,154,68,0.40540540540540543
GF_01236,109,109,80,29,39,0.7339449541284404
GF_01237,68,68,16,52,19,0.23529411764705882
GF_01238,75,75,69,6,25,0.92
GF_01239,135,135,61,74,42,0.45185185185185184
GF_01240,126,123,86,40,48,0.6825396825396826
GF_01241,89,89,67,22,25,0.7528089887640449
GF_01242,54,54,46,8,24,0.8518518518518519
GF_01243,78,78,72,6,25,0.9230769230769231
GF_01244,60,60,11,49,19,0.18333333333333332
GF_01245,82,81,16,66,25,0.1951219512195122
GF_01246,55,55,16,39,16,0.2909090909090909
GF_01247,48,48,12,36,8,0.25
GF_01248,147,147,86,61,41,0.5850340136054422
GF_01249,55,55,54,1,13,0.9818181818181818
GF_01250,47,47,47,0,11,1.0
GF_01251,41,41,41,0,8,1.0
GF_01252,58,58,57,1,15,0.9827586206896551
GF_01253,67,67,61,6,20,0.9104477611940298
GF_01254,51,51,51,0,13,1.0
GF_01255,41,41,41,0,9,1.0
GF_01256,50,50,50,0,13,1.0
GF_01257,56,56,53,3,16,0.9464285714285714
GF_01258,51,51,51,0,12,1.0
GF_01259,57,56,56,1,15,0.9824561403508771
GF_01260,48,48,48,0,12,1.0
GF_01261,50,50,49,1,13,0.98
GF_01262,41,41,41,0,11,1.0
GF_01263,41,41,41,0,9,1.0
GF_01264,49,49,48,1,12,0.9795918367346939
GF_01265,62,62,61,1,16,0.9838709677419355
GF_01266,82,82,64,18,32,0.7804878048780488
GF_01267,65,65,64,1,18,0.9846153846153847
GF_01268,53,53,52,1,13,0.9811320754716981
GF_01269,41,41,41,0,8,1.0
GF_01270,41,41,41,0,8,1.0
GF_01271,46,46,46,0,10,1.0
GF_01272,50,50,49,1,12,0.98
GF_01273,46,46,46,0,11,1.0
GF_01274,65,65,64,1,17,0.9846153846153847
GF_01275,40,40,40,0,9,1.0
GF_01276,40,40,40,0,8,1.0
GF_01277,65,65,64,1,17,0.9846153846153847
GF_01278,64,64,61,3,18,0.953125
GF_01279,78,78,71,7,24,0.9102564102564102
GF_01280,59,59,57,2,17,0.9661016949152542
GF_01281,59,59,58,1,15,0.9830508474576272
GF_01282,76,76,70,6,24,0.9210526315789473
GF_01283,64,64,63,1,15,0.984375
GF_01284,41,41,40,1,8,0.975609756097561
GF_01285,68,68,67,1,17,0.9852941176470589
GF_01286,64,64,63,1,18,0.984375
GF_01287,105,105,87,18,36,0.8285714285714286
GF_01288,67,67,66,1,16,0.9850746268656716
GF_01289,40,40,39,1,12,0.975
GF_01290,58,58,13,45,10,0.22413793103448276
GF_01291,63,63,56,7,17,0.8888888888888888
GF_01292,253,253,36,217,42,0.1422924901185771
GF_01293,67,67,28,39,17,0.417910447761194
GF_01294,48,48,0,48,2,0.0
GF_01295,73,73,0,73,3,0.0
GF_01296,153,153,0,153,4,0.0
GF_01297,426,426,112,314,75,0.26291079812206575
GF_01298,100,100,0,100,4,0.0
GF_01299,59,59,0,59,4,0.0
GF_01300,71,71,0,71,4,0.0
GF_01301,64,64,0,64,3,0.0
GF_01302,99,99,0,99,4,0.0
GF_01303,56,56,52,4,15,0.9285714285714286
GF_01304,49,49,48,1,12,0.9795918367346939
GF_01305,54,54,53,1,14,0.9814814814814815
GF_01306,130,130,80,50,37,0.6153846153846154
GF_01307,43,43,42,1,10,0.9767441860465116
GF_01308,64,64,59,5,19,0.921875
GF_01309,46,46,46,0,12,1.0
GF_01310,57,57,56,1,13,0.9824561403508771
GF_01311,67,67,66,1,17,0.9850746268656716
GF_01312,71,71,68,3,20,0.9577464788732394
GF_01313,67,67,66,1,17,0.9850746268656716
GF_01314,158,155,96,62,47,0.6075949367088608
GF_01315,63,63,40,23,25,0.6349206349206349
GF_01316,53,53,53,0,15,1.0
GF_01317,51,51,50,1,12,0.9803921568627451
GF_01318,57,57,56,1,13,0.9824561403508771
GF_01319,52,52,51,1,13,0.9807692307692307
GF_01320,48,48,47,1,14,0.9791666666666666
GF_01321,72,72,69,3,21,0.9583333333333334
GF_01322,58,58,57,1,15,0.9827586206896551
GF_01323,52,52,51,1,12,0.9807692307692307
GF_01324,41,41,39,2,11,0.9512195121951219
GF_01325,48,48,47,1,11,0.9791666666666666
GF_01326,47,47,47,0,11,1.0
GF_01327,66,66,11,55,20,0.16666666666666666
GF_01328,87,87,77,10,32,0.8850574712643678
GF_01329,168,168,92,76,53,0.5476190476190477
GF_01330,83,83,52,31,34,0.6265060240963856
GF_01331,161,161,28,133,38,0.17391304347826086
GF_01332,70,68,27,43,23,0.38571428571428573
GF_01333,117,117,89,28,40,0.7606837606837606
GF_01334,70,70,61,9,23,0.8714285714285714
GF_01335,43,43,3,40,11,0.06976744186046512
GF_01336,40,40,31,9,17,0.775
GF_01337,107,105,89,18,35,0.8317757009345794
GF_01338,101,101,69,32,36,0.6831683168316832
GF_01339,44,44,1,43,2,0.022727272727272728
GF_01340,62,62,61,1,16,0.9838709677419355
GF_01341,50,50,49,1,12,0.98
GF_01342,65,65,64,1,17,0.9846153846153847
GF_01343,72,72,69,3,20,0.9583333333333334
GF_01344,64,64,63,1,16,0.984375
GF_01345,58,58,58,0,15,1.0
GF_01346,47,47,47,0,11,1.0
GF_01347,65,65,64,1,16,0.9846153846153847
GF_01348,42,42,42,0,9,1.0
GF_01349,49,49,49,0,12,1.0
GF_01350,73,73,69,4,23,0.9452054794520548
GF_01351,40,40,40,0,8,1.0
GF_01352,64,64,63,1,16,0.984375
GF_01353,57,57,56,1,13,0.9824561403508771
GF_01354,53,53,53,0,12,1.0
GF_01355,54,54,53,1,13,0.9814814814814815
GF_01356,44,44,41,3,13,0.9318181818181818
GF_01357,80,80,72,8,25,0.9
GF_01358,52,52,52,0,12,1.0
GF_01359,43,43,32,11,9,0.7441860465116279
GF_01360,57,57,57,0,14,1.0
GF_01361,46,46,46,0,10,1.0
GF_01362,63,63,62,1,16,0.9841269841269841
GF_01363,47,47,47,0,13,1.0
GF_01364,58,58,57,1,14,0.9827586206896551
GF_01365,75,75,69,6,23,0.92
GF_01366,69,69,66,3,19,0.9565217391304348
GF_01367,66,66,65,1,16,0.9848484848484849
GF_01368,54,54,53,1,11,0.9814814814814815
GF_01369,63,63,60,3,17,0.9523809523809523
GF_01370,55,55,53,2,15,0.9636363636363636
GF_01371,41,40,39,2,10,0.9512195121951219
GF_01372,89,89,76,13,32,0.8539325842696629
GF_01373,41,41,37,4,14,0.9024390243902439
GF_01374,104,104,31,73,27,0.2980769230769231
GF_01375,108,108,82,26,35,0.7592592592592593
GF_01376,246,246,101,145,56,0.4105691056910569
GF_01377,154,154,86,68,47,0.5584415584415584
GF_01378,56,55,51,5,19,0.9107142857142857
GF_01379,40,40,22,18,22,0.55
GF_01380,59,59,54,5,19,0.9152542372881356
GF_01381,216,210,109,107,57,0.5046296296296297
GF_01382,57,57,17,40,13,0.2982456140350877
GF_01383,174,174,96,78,49,0.5517241379310345
GF_01384,77,77,70,7,26,0.9090909090909091
GF_01385,51,51,12,39,12,0.23529411764705882
GF_01386,91,91,81,10,28,0.8901098901098901
GF_01387,232,232,104,128,61,0.4482758620689655
GF_01388,69,69,65,4,20,0.9420289855072463
GF_01389,82,80,75,7,25,0.9146341463414634
GF_01390,122,122,87,35,45,0.7131147540983607
GF_01391,69,69,17,52,23,0.2463768115942029
GF_01392,52,52,5,47,9,0.09615384615384616
GF_01393,197,196,100,97,61,0.5076142131979695
GF_01394,138,138,84,54,42,0.6086956521739131
GF_01395,270,270,110,160,70,0.4074074074074074
GF_01396,170,170,73,97,39,0.4294117647058823
GF_01397,264,264,104,160,68,0.3939393939393939
GF_01398,43,43,4,39,8,0.09302325581395349
GF_01399,112,112,54,58,40,0.48214285714285715
GF_01400,153,153,88,65,48,0.5751633986928104
GF_01401,72,69,57,15,25,0.7916666666666666
GF_01402,43,43,43,0,12,1.0
GF_01403,74,74,69,5,22,0.9324324324324325
GF_01404,57,57,49,8,15,0.8596491228070176
GF_01405,53,53,50,3,15,0.9433962264150944
GF_01406,51,51,51,0,11,1.0
GF_01407,44,44,41,3,17,0.9318181818181818
GF_01408,50,50,48,2,12,0.96
GF_01409,41,41,14,27,14,0.34146341463414637
GF_01410,65,65,64,1,16,0.9846153846153847
GF_01411,66,66,62,4,19,0.9393939393939394
GF_01412,41,41,41,0,10,1.0
GF_01413,51,51,51,0,13,1.0
GF_01414,45,45,45,0,11,1.0
GF_01415,43,43,43,0,9,1.0
GF_01416,45,45,45,0,11,1.0
GF_01417,50,50,49,1,10,0.98
GF_01418,70,70,67,3,19,0.9571428571428572
GF_01419,59,59,58,1,15,0.9830508474576272
GF_01420,58,58,57,1,13,0.9827586206896551
GF_01421,40,40,40,0,8,1.0
GF_01422,62,62,61,1,15,0.9838709677419355
GF_01423,42,42,41,1,12,0.9761904761904762
GF_01424,62,62,61,1,16,0.9838709677419355
GF_01425,138,136,76,62,38,0.5507246376811594
GF_01426,100,100,86,14,34,0.86
GF_01427,74,74,70,4,22,0.9459459459459459
GF_01428,63,63,47,16,19,0.746031746031746
GF_01429,59,59,58,1,15,0.9830508474576272
GF_01430,57,57,56,1,15,0.9824561403508771
GF_01431,56,56,55,1,14,0.9821428571428571
GF_01432,40,40,40,0,8,1.0
GF_01433,57,52,56,1,12,0.9824561403508771
GF_01434,68,68,67,1,17,0.9852941176470589
GF_01435,57,57,56,1,13,0.9824561403508771
GF_01436,40,40,40,0,8,1.0
GF_01437,61,61,60,1,15,0.9836065573770492
GF_01438,51,51,50,1,11,0.9803921568627451
GF_01439,56,56,46,10,24,0.8214285714285714
GF_01440,40,40,40,0,8,1.0
GF_01441,69,69,68,1,18,0.9855072463768116
GF_01442,62,56,61,1,15,0.9838709677419355
GF_01443,51,51,50,1,13,0.9803921568627451
GF_01444,60,60,59,1,15,0.9833333333333333
GF_01445,143,143,34,109,41,0.23776223776223776
GF_01446,216,216,101,115,58,0.4675925925925926
GF_01447,64,64,55,9,19,0.859375
GF_01448,87,87,72,15,27,0.8275862068965517
GF_01449,329,326,113,216,73,0.3434650455927052
GF_01450,163,153,0,163,4,0.0
GF_01451,98,98,0,98,3,0.0
GF_01452,83,83,0,83,4,0.0
GF_01453,64,64,0,64,2,0.0
GF_01454,62,62,0,62,3,0.0
GF_01455,46,46,0,46,2,0.0
GF_01456,182,182,73,109,49,0.4010989010989011
GF_01457,54,54,52,2,15,0.9629629629629629
GF_01458,94,94,75,19,32,0.7978723404255319
GF_01459,73,73,69,4,21,0.9452054794520548
GF_01460,139,139,63,76,44,0.45323741007194246
GF_01461,141,141,88,53,39,0.624113475177305
GF_01462,74,73,64,10,27,0.8648648648648649
GF_01463,75,62,74,1,16,0.9866666666666667
GF_01464,49,48,45,4,16,0.9183673469387755
GF_01465,68,68,66,2,20,0.9705882352941176
GF_01466,91,91,73,18,29,0.8021978021978022
GF_01467,50,50,1,49,12,0.02
GF_01468,62,62,61,1,16,0.9838709677419355
GF_01469,55,55,52,3,15,0.9454545454545454
GF_01470,44,44,43,1,10,0.9772727272727273
GF_01471,65,65,64,1,14,0.9846153846153847
GF_01472,50,48,48,2,13,0.96
GF_01473,40,40,40,0,8,1.0
GF_01474,46,46,46,0,10,1.0
GF_01475,45,45,45,0,11,1.0
GF_01476,61,61,7,54,12,0.11475409836065574
GF_01477,204,204,95,109,64,0.46568627450980393
GF_01478,40,40,1,39,6,0.025
GF_01479,263,263,109,154,68,0.4144486692015209
GF_01480,41,41,35,6,19,0.8536585365853658
GF_01481,42,42,5,37,9,0.11904761904761904
GF_01482,47,47,45,2,13,0.9574468085106383
GF_01483,64,64,63,1,17,0.984375
GF_01484,42,42,41,1,10,0.9761904761904762
GF_01485,64,64,61,3,18,0.953125
GF_01486,48,48,47,1,11,0.9791666666666666
GF_01487,140,140,90,50,43,0.6428571428571429
GF_01488,44,44,42,2,12,0.9545454545454546
GF_01489,72,72,67,5,21,0.9305555555555556
GF_01490,44,44,43,1,10,0.9772727272727273
GF_01491,69,69,68,1,18,0.9855072463768116
GF_01492,84,84,78,6,25,0.9285714285714286
GF_01493,45,45,45,0,11,1.0
GF_01494,72,72,68,4,21,0.9444444444444444
GF_01495,47,47,45,2,12,0.9574468085106383
GF_01496,66,66,65,1,17,0.9848484848484849
GF_01497,76,76,70,6,26,0.9210526315789473
GF_01498,52,52,52,0,13,1.0
GF_01499,43,43,43,0,11,1.0
GF_01500,64,64,63,1,17,0.984375
GF_01501,53,53,52,1,14,0.9811320754716981
GF_01502,241,241,103,138,67,0.42738589211618255
GF_01503,50,50,50,0,17,1.0
GF_01504,50,48,45,5,14,0.9
GF_01505,41,41,41,0,8,1.0
GF_01506,50,50,49,1,12,0.98
GF_01507,57,57,56,1,15,0.9824561403508771
GF_01508,53,53,52,1,13,0.9811320754716981
GF_01509,58,58,57,1,15,0.9827586206896551
GF_01510,70,70,67,3,19,0.9571428571428572
GF_01511,50,50,50,0,11,1.0
GF_01512,90,83,28,62,24,0.3111111111111111
GF_01513,59,59,58,1,15,0.9830508474576272
GF_01514,63,62,56,7,22,0.8888888888888888
GF_01515,62,62,61,1,15,0.9838709677419355
GF_01516,65,65,62,3,18,0.9538461538461539
GF_01517,50,50,50,0,13,1.0
GF_01518,58,58,55,3,16,0.9482758620689655
GF_01519,53,53,52,1,13,0.9811320754716981
GF_01520,57,57,56,1,15,0.9824561403508771
GF_01521,41,41,40,1,11,0.975609756097561
GF_01522,57,57,56,1,15,0.9824561403508771
GF_01523,59,59,58,1,16,0.9830508474576272
GF_01524,50,50,50,0,13,1.0
GF_01525,56,56,54,2,17,0.9642857142857143
GF_01526,54,54,53,1,13,0.9814814814814815
GF_01527,303,261,147,156,68,0.48514851485148514
GF_01528,55,55,54,1,14,0.9818181818181818
GF_01529,72,72,69,3,21,0.9583333333333334
GF_01530,40,40,40,0,8,1.0
GF_01531,47,47,46,1,9,0.9787234042553191
GF_01532,40,40,40,0,8,1.0
GF_01533,48,48,3,45,4,0.0625
GF_01534,53,53,10,43,8,0.18867924528301888
GF_01535,87,86,78,9,27,0.896551724137931
GF_01536,116,116,78,38,32,0.6724137931034483
GF_01537,56,56,50,6,23,0.8928571428571429
GF_01538,77,77,15,62,16,0.19480519480519481
GF_01539,44,44,10,34,15,0.22727272727272727
GF_01540,177,177,91,86,52,0.5141242937853108
GF_01541,244,244,106,138,63,0.4344262295081967
GF_01542,221,221,99,122,59,0.4479638009049774
GF_01543,83,83,74,9,26,0.891566265060241
GF_01544,84,84,15,69,21,0.17857142857142858
GF_01545,64,64,60,4,19,0.9375
GF_01546,46,46,43,3,16,0.9347826086956522
GF_01547,59,59,17,42,16,0.288135593220339
GF_01548,48,48,44,4,17,0.9166666666666666
GF_01549,212,209,110,102,63,0.5188679245283019
GF_01550,89,87,80,9,30,0.898876404494382
GF_01551,52,52,51,1,16,0.9807692307692307
GF_01552,252,252,104,148,64,0.4126984126984127
GF_01553,141,141,28,113,26,0.19858156028368795
GF_01554,41,41,0,41,1,0.0
GF_01555,140,140,0,140,4,0.0
GF_01556,122,122,0,122,3,0.0
GF_01557,125,125,0,125,4,0.0
GF_01558,67,67,0,67,2,0.0
GF_01559,49,49,0,49,2,0.0
GF_01560,153,153,0,153,4,0.0
GF_01561,143,143,0,143,4,0.0
GF_01562,145,145,0,145,4,0.0
GF_01563,153,153,0,153,4,0.0
GF_01564,65,65,0,65,2,0.0
GF_01565,62,62,0,62,4,0.0
GF_01566,153,153,0,153,4,0.0
GF_01567,42,42,0,42,2,0.0
GF_01568,52,52,0,52,2,0.0
GF_01569,153,153,0,153,4,0.0
GF_01570,153,153,0,153,4,0.0
GF_01571,46,46,0,46,2,0.0
GF_01572,53,53,0,53,2,0.0
GF_01573,153,153,0,153,4,0.0
GF_01574,41,41,0,41,2,0.0
GF_01575,110,110,0,110,4,0.0
GF_01576,153,153,0,153,4,0.0
GF_01577,125,125,0,125,4,0.0
GF_01578,152,152,0,152,4,0.0
GF_01579,425,425,112,313,75,0.2635294117647059
GF_01580,184,184,99,85,51,0.5380434782608695
GF_01581,50,50,50,0,12,1.0
GF_01582,40,40,40,0,8,1.0
GF_01583,142,142,82,60,42,0.5774647887323944
GF_01584,61,58,35,26,20,0.5737704918032787
GF_01585,62,62,61,1,16,0.9838709677419355
GF_01586,43,43,43,0,9,1.0
GF_01587,45,42,43,2,11,0.9555555555555556
GF_01588,40,40,38,2,11,0.95
GF_01589,54,53,53,1,12,0.9814814814814815
GF_01590,55,55,54,1,14,0.9818181818181818
GF_01591,117,117,83,34,38,0.7094017094017094
GF_01592,73,73,15,58,19,0.2054794520547945
GF_01593,42,42,42,0,9,1.0
GF_01594,42,42,42,0,8,1.0
GF_01595,47,47,47,0,11,1.0
GF_01596,62,62,60,2,17,0.967741935483871
GF_01597,47,47,47,0,12,1.0
GF_01598,72,72,67,5,19,0.9305555555555556
GF_01599,41,41,41,0,9,1.0
GF_01600,61,61,59,2,18,0.9672131147540983
GF_01601,43,41,43,0,9,1.0
GF_01602,60,60,59,1,13,0.9833333333333333
GF_01603,51,51,50,1,16,0.9803921568627451
GF_01604,42,42,42,0,7,1.0
GF_01605,52,52,52,0,14,1.0
GF_01606,63,63,62,1,16,0.9841269841269841
GF_01607,48,48,47,1,12,0.9791666666666666
GF_01608,46,46,46,0,11,1.0
GF_01609,48,46,44,4,12,0.9166666666666666
GF_01610,73,73,70,3,21,0.958904109589041
GF_01611,46,46,46,0,11,1.0
GF_01612,63,63,62,1,16,0.9841269841269841
GF_01613,56,56,55,1,14,0.9821428571428571
GF_01614,41,41,41,0,9,1.0
GF_01615,43,43,43,0,10,1.0
GF_01616,62,59,53,9,19,0.8548387096774194
GF_01617,75,75,62,13,22,0.8266666666666667
GF_01618,121,121,26,95,34,0.21487603305785125
GF_01619,43,42,18,25,11,0.4186046511627907
GF_01620,55,54,40,15,17,0.7272727272727273
GF_01621,264,264,110,154,70,0.4166666666666667
GF_01622,65,65,4,61,9,0.06153846153846154
GF_01623,247,247,97,150,62,0.39271255060728744
GF_01624,52,52,0,52,5,0.0
GF_01625,59,59,7,52,9,0.11864406779661017
GF_01626,301,301,75,226,41,0.24916943521594684
GF_01627,54,54,13,41,17,0.24074074074074073
GF_01628,46,46,8,38,11,0.17391304347826086
GF_01629,94,94,52,42,28,0.5531914893617021
GF_01630,60,60,6,54,12,0.1
GF_01631,65,65,62,3,19,0.9538461538461539
GF_01632,66,66,64,2,17,0.9696969696969697
GF_01633,66,66,60,6,21,0.9090909090909091
GF_01634,80,80,70,10,25,0.875
GF_01635,80,80,71,9,26,0.8875
GF_01636,269,267,70,199,48,0.26022304832713755
GF_01637,95,95,80,15,29,0.8421052631578947
GF_01638,111,111,73,38,30,0.6576576576576577
GF_01639,100,55,94,6,18,0.94
GF_01640,75,75,70,5,23,0.9333333333333333
GF_01641,126,126,74,52,30,0.5873015873015873
GF_01642,73,73,69,4,21,0.9452054794520548
GF_01643,81,81,73,8,28,0.9012345679012346
GF_01644,57,57,53,4,18,0.9298245614035088
GF_01645,70,70,64,6,22,0.9142857142857143
GF_01646,65,65,62,3,18,0.9538461538461539
GF_01647,70,70,66,4,20,0.9428571428571428
GF_01648,144,144,53,91,31,0.3680555555555556
GF_01649,60,60,57,3,16,0.95
GF_01650,50,50,50,0,12,1.0
GF_01651,44,44,44,0,12,1.0
GF_01652,83,73,82,1,22,0.9879518072289156
GF_01653,63,63,62,1,16,0.9841269841269841
GF_01654,40,40,38,2,12,0.95
GF_01655,66,66,65,1,16,0.9848484848484849
GF_01656,46,46,46,0,10,1.0
GF_01657,70,70,69,1,18,0.9857142857142858
GF_01658,75,75,72,3,23,0.96
GF_01659,50,49,45,5,17,0.9
GF_01660,42,42,42,0,10,1.0
GF_01661,56,56,42,14,29,0.75
GF_01662,44,44,44,0,11,1.0
GF_01663,68,68,67,1,17,0.9852941176470589
GF_01664,52,52,51,1,12,0.9807692307692307
GF_01665,58,58,57,1,14,0.9827586206896551
GF_01666,68,68,67,1,17,0.9852941176470589
GF_01667,72,72,69,3,20,0.9583333333333334
GF_01668,45,45,45,0,9,1.0
GF_01669,68,68,67,1,17,0.9852941176470589
GF_01670,70,70,67,3,19,0.9571428571428572
GF_01671,55,55,55,0,13,1.0
GF_01672,76,76,68,8,24,0.8947368421052632
GF_01673,109,109,63,46,30,0.5779816513761468
GF_01674,114,114,74,40,34,0.6491228070175439
GF_01675,62,62,51,11,23,0.8225806451612904
GF_01676,89,89,51,38,38,0.5730337078651685
GF_01677,295,295,99,196,65,0.33559322033898303
GF_01678,77,77,18,59,19,0.23376623376623376
GF_01679,127,127,92,35,47,0.7244094488188977
GF_01680,52,52,21,31,23,0.40384615384615385
GF_01681,40,40,30,10,15,0.75
GF_01682,74,74,69,5,23,0.9324324324324325
GF_01683,107,107,68,39,27,0.6355140186915887
GF_01684,87,87,60,27,35,0.6896551724137931
GF_01685,60,60,21,39,24,0.35
GF_01686,40,40,39,1,14,0.975
GF_01687,79,79,74,5,24,0.9367088607594937
GF_01688,58,58,46,12,20,0.7931034482758621
GF_01689,104,104,28,76,21,0.2692307692307692
GF_01690,161,161,87,74,55,0.5403726708074534
GF_01691,61,61,10,51,15,0.16393442622950818
GF_01692,49,47,31,18,27,0.6326530612244898
GF_01693,175,174,86,89,47,0.49142857142857144
GF_01694,80,80,0,80,4,0.0
GF_01695,153,153,0,153,4,0.0
GF_01696,100,100,0,100,4,0.0
GF_01697,153,153,0,153,4,0.0
GF_01698,41,41,0,41,2,0.0
GF_01699,85,85,0,85,4,0.0
GF_01700,109,109,0,109,4,0.0
GF_01701,40,40,0,40,2,0.0
GF_01702,55,55,0,55,2,0.0
GF_01703,54,54,0,54,2,0.0
GF_01704,42,42,0,42,2,0.0
GF_01705,84,84,0,84,3,0.0
GF_01706,153,153,0,153,4,0.0
GF_01707,128,128,0,128,4,0.0
GF_01708,98,98,0,98,3,0.0
GF_01709,43,43,0,43,2,0.0
GF_01710,56,56,0,56,3,0.0
GF_01711,72,72,0,72,2,0.0
GF_01712,70,70,0,70,3,0.0
GF_01713,45,45,0,45,2,0.0
GF_01714,71,71,0,71,3,0.0
GF_01715,57,57,0,57,3,0.0
GF_01716,108,108,0,108,4,0.0
GF_01717,125,125,0,125,4,0.0
GF_01718,76,76,0,76,2,0.0
GF_01719,51,51,0,51,2,0.0
GF_01720,54,54,0,54,4,0.0
GF_01721,53,53,0,53,2,0.0
GF_01722,101,101,0,101,4,0.0
GF_01723,72,72,0,72,2,0.0
GF_01724,93,93,0,93,4,0.0
GF_01725,137,137,0,137,4,0.0
GF_01726,50,50,0,50,2,0.0
GF_01727,153,153,0,153,4,0.0
GF_01728,53,53,0,53,2,0.0
GF_01729,82,82,0,82,2,0.0
GF_01730,53,53,0,53,2,0.0
GF_01731,73,73,0,73,2,0.0
GF_01732,76,76,14,62,12,0.18421052631578946
GF_01733,81,81,14,67,26,0.1728395061728395
GF_01734,81,81,14,67,21,0.1728395061728395
GF_01735,86,86,18,68,22,0.20930232558139536
GF_01736,84,84,17,67,22,0.20238095238095238
GF_01737,49,49,5,44,10,0.10204081632653061
GF_01738,43,43,1,42,6,0.023255813953488372
GF_01739,168,168,0,168,4,0.0
GF_01740,50,50,45,5,14,0.9
GF_01741,53,53,15,38,23,0.2830188679245283
GF_01742,100,100,75,25,34,0.75
GF_01743,57,57,56,1,13,0.9824561403508771
GF_01744,59,59,58,1,15,0.9830508474576272
GF_01745,100,100,76,24,27,0.76
GF_01746,40,40,39,1,9,0.975
GF_01747,67,67,66,1,17,0.9850746268656716
GF_01748,60,60,59,1,15,0.9833333333333333
GF_01749,68,68,67,1,17,0.9852941176470589
GF_01750,57,57,56,1,13,0.9824561403508771
GF_01751,66,66,65,1,16,0.9848484848484849
GF_01752,70,70,67,3,19,0.9571428571428572
GF_01753,50,50,50,0,11,1.0
GF_01754,45,45,45,0,9,1.0
GF_01755,48,48,47,1,11,0.9791666666666666
GF_01756,55,55,54,1,14,0.9818181818181818
GF_01757,42,42,42,0,9,1.0
GF_01758,61,61,60,1,14,0.9836065573770492
GF_01759,47,47,46,1,11,0.9787234042553191
GF_01760,46,46,46,0,11,1.0
GF_01761,46,46,46,0,11,1.0
GF_01762,65,65,62,3,17,0.9538461538461539
GF_01763,217,217,101,116,60,0.46543778801843316
GF_01764,76,76,70,6,23,0.9210526315789473
GF_01765,48,48,48,0,12,1.0
GF_01766,40,40,40,0,8,1.0
GF_01767,63,63,60,3,19,0.9523809523809523
GF_01768,45,45,45,0,12,1.0
GF_01769,61,61,60,1,15,0.9836065573770492
GF_01770,64,64,58,6,19,0.90625
GF_01771,64,64,63,1,16,0.984375
GF_01772,48,48,47,1,12,0.9791666666666666
GF_01773,40,40,40,0,8,1.0
GF_01774,41,41,40,1,10,0.975609756097561
GF_01775,52,52,51,1,12,0.9807692307692307
GF_01776,57,57,56,1,15,0.9824561403508771
GF_01777,43,43,42,1,13,0.9767441860465116
GF_01778,66,66,65,1,16,0.9848484848484849
GF_01779,53,53,52,1,13,0.9811320754716981
GF_01780,49,49,48,1,11,0.9795918367346939
GF_01781,49,49,48,1,11,0.9795918367346939
GF_01782,61,61,58,3,18,0.9508196721311475
GF_01783,771,405,268,503,70,0.3476005188067445
GF_01784,43,43,0,43,2,0.0
GF_01785,41,41,0,41,3,0.0
GF_01786,97,97,0,97,3,0.0
GF_01787,134,134,0,134,3,0.0
GF_01788,54,54,0,54,2,0.0
GF_01789,53,53,0,53,2,0.0
GF_01790,79,79,0,79,3,0.0
GF_01791,100,100,0,100,4,0.0
GF_01792,102,102,0,102,4,0.0
GF_01793,134,134,0,134,4,0.0
GF_01794,58,58,0,58,2,0.0
GF_01795,153,153,0,153,4,0.0
GF_01796,45,45,2,43,3,0.044444444444444446
GF_01797,48,48,3,45,9,0.0625
GF_01798,47,47,4,43,4,0.0851063829787234
GF_01799,435,421,125,310,73,0.28735632183908044
GF_01800,44,44,1,43,2,0.022727272727272728
GF_01801,56,56,6,50,7,0.10714285714285714
GF_01802,43,43,27,16,16,0.627906976744186
GF_01803,54,54,9,45,8,0.16666666666666666
GF_01804,44,44,1,43,2,0.022727272727272728
GF_01805,57,57,14,43,11,0.24561403508771928
GF_01806,56,56,18,38,23,0.32142857142857145
GF_01807,97,93,74,23,32,0.7628865979381443
GF_01808,70,70,14,56,17,0.2
GF_01809,152,152,86,66,48,0.5657894736842105
GF_01810,91,91,58,33,22,0.6373626373626373
GF_01811,145,145,89,56,45,0.6137931034482759
GF_01812,94,94,80,14,33,0.851063829787234
GF_01813,144,144,86,58,45,0.5972222222222222
