accuracy,precision,recall,f1,roc_auc,model
0.8260869565217391,0.8,1.0,0.8888888888888888,0.9776785714285714,XGBoost
0.9316239316239316,0.782608695652174,0.8571428571428571,0.8181818181818182,0.9801587301587301,XGBoost
0.7241379310344828,0.8461538461538461,0.6470588235294118,0.7333333333333333,0.7843137254901962,XGBoost
0.8194444444444444,0.5263157894736842,0.7142857142857143,0.6060606060606061,0.8688423645320198,XGBoost
0.6777777777777778,0.25806451612903225,0.5714285714285714,0.35555555555555557,0.8068609022556391,XGBoost
