gene_family,rf_rank,importance,signed_importance,direction,effect_size,p_value,n_genomes,n_diazotroph,n_non_diazo,frac_diazotroph,n_from_matrix,n_from_members,n_genera,n_genera_diazo,n_genera_non,organisms,GeneName,ProteinName,EC,GO,target,pident,evalue,importance_across_models
GF_00363,28,0.0077498137631515,0.0077498137631515,Positive,0.6904325347921488,6.55252575140995e-43,103,81,22,0.7864077669902912,103,103.0,40,28,12,Chroococcidiopsis|diazo; Chroococcidiopsis|diazo; Calothrix|diazo; Gloeocapsopsis|non; Cylindrospermopsis|diazo; Nostoc|diazo; Moorena|non; Limnospira|non; Fischerella|diazo; Cylindrospermopsis|diazo; Dolichospermum|diazo; Fischerella|diazo; Calothrix|diazo; Chlorogloeopsis|diazo; Nostoc|diazo; Arthrospira|non; Nostoc|diazo; Leptolyngbya|diazo; Leptodesmis|diazo; Nostoc|diazo; Chlorogloeopsis|diazo; Nostoc|diazo; Nostoc|diazo; Anabaena|diazo; Trichormus|diazo; Nostoc|diazo; Nostoc|diazo; Trichothermofontia|diazo; 'Nostoc|diazo; Planktothrix|diazo; Nostoc|diazo; Anabaena|diazo; Anabaena|diazo; Nostoc|diazo; Halotia|diazo; Calothrix|diazo; Trichodesmium|diazo; Rivularia|diazo; Nostoc|diazo; Leptothermofonsia|non; Planktothricoides|non; Nostoc|diazo; Anabaena|non; Nostoc|diazo; Nostoc|diazo; Nostoc|diazo; Nostoc|diazo; Anabaena|diazo; Nostoc|diazo; Geitlerinema|non; [Phormidium]|non; Anabaena|diazo; Nostoc|diazo; Calothrix|diazo; Nostoc|diazo; Desertifilum|diazo; Oxynema|non; Dolichospermum|diazo; Dolichospermum|diazo; Aliinostoc|diazo; Anabaena|diazo; Calothrix|diazo; Richelia|diazo; Gloeocapsa|non; Okeanomitos|diazo; Nostoc|diazo; Nostoc|diazo; Anabaena|diazo; Trichormus|diazo; Nodularia|diazo; Cylindrospermopsis|diazo; Nostoc|diazo; Leptolyngbya|diazo; Nostocales|diazo; Nostoc|diazo; Limnospira|non; Cylindrospermopsis|diazo; Moorena|non; Arthrospira|non; Nostoc|diazo; Tolypothrix|diazo; Cylindrospermopsis|diazo; Nodularia|diazo; Capilliphycus|diazo; Limnospira|non; Calothrix|diazo; Nostoc|diazo; Nostoc|diazo; Egbenema|diazo; Leptolyngbya|diazo; Nostoc|diazo; Acaryochloris|non; Altericista|diazo; Acaryochloris|non; Acaryochloris|non; Acaryochloris|non; Leptolyngbya|non; Thermocoleostomius|diazo; Tolypothrix|diazo; Calothrix|diazo; Tolypothrix|diazo; Halomicronema|non; Halomicronema|non,,,,,,,,0.0335335942451336
GF_00605,29,0.0074068637163629,0.0074068637163629,Positive,0.7329043443470142,1.5810842898529229e-43,89,75,14,0.8426966292134831,89,89.0,31,24,7,Desertifilum|diazo; Trichothermofontia|diazo; Nostoc|diazo; Anabaena|diazo; Calothrix|diazo; Nodularia|diazo; Nostoc|diazo; Anabaena|diazo; Calothrix|diazo; Calothrix|diazo; Trichormus|diazo; Nostoc|diazo; Nostoc|diazo; Nostoc|diazo; Gloeocapsopsis|non; Acaryochloris|non; Chroococcidiopsis|diazo; Anabaena|diazo; Nostoc|diazo; Nostoc|diazo; Calothrix|diazo; Fischerella|diazo; Calothrix|diazo; Dolichospermum|diazo; Chlorogloeopsis|diazo; Nostoc|diazo; Fischerella|diazo; Nostoc|diazo; Anabaena|non; Nostoc|diazo; Nostoc|diazo; Nostoc|diazo; Nostoc|diazo; Nostoc|diazo; Nostoc|diazo; Nostoc|diazo; Anabaena|diazo; Leptolyngbya|diazo; Nostocales|diazo; Nostoc|diazo; Rivularia|diazo; Trichormus|diazo; Nodularia|diazo; Calothrix|diazo; Nostoc|diazo; Nostoc|diazo; Halotia|diazo; Nostoc|diazo; Cylindrospermopsis|diazo; Geitlerinema|non; Cylindrospermopsis|diazo; Nostoc|diazo; Okeanomitos|diazo; Nostoc|diazo; Nostoc|diazo; Chlorogloeopsis|diazo; 'Nostoc|diazo; Tolypothrix|diazo; Dolichospermum|diazo; Tolypothrix|diazo; Acaryochloris|non; Nostoc|diazo; Acaryochloris|non; Nostoc|diazo; Anabaena|diazo; Cylindrospermopsis|diazo; Anabaena|diazo; Chroococcidiopsis|diazo; Calothrix|diazo; Acaryochloris|non; Cylindrospermopsis|diazo; Dolichospermum|diazo; Nostoc|diazo; Tolypothrix|diazo; Aliinostoc|diazo; Anabaena|diazo; Gloeocapsa|non; Cylindrospermopsis|diazo; Nostoc|diazo; Richelia|diazo; Microcoleus|non; Capilliphycus|diazo; Oxynema|non; Microcoleus|non; Phormidium|non; Microcoleus|non; Microcoleus|non; Thermocoleostomius|diazo; Egbenema|diazo,,,,,,,,0.0263614255441948
GF_01333,30,0.0073026743003851,0.0073026743003851,Positive,0.6862501037258318,5.343018104243001e-46,117,89,28,0.7606837606837606,117,117.0,40,30,10,Leptothermofonsia|diazo; Calothrix|diazo; Acaryochloris|non; Gloeocapsa|non; Leptolyngbya|non; Calothrix|diazo; Thermoleptolyngbya|diazo; Calothrix|diazo; Nostoc|diazo; Geitlerinema|non; Fischerella|diazo; Planktothrix|non; Cylindrospermopsis|diazo; Anabaena|diazo; Nostoc|diazo; Leptolyngbya|diazo; Microcoleus|non; Richelia|diazo; Cylindrospermopsis|diazo; Nostoc|diazo; Nostoc|diazo; Desertifilum|diazo; Leptolyngbya|diazo; Calothrix|diazo; Nostoc|diazo; Calothrix|diazo; Leptolyngbya|diazo; Tolypothrix|diazo; Leptolyngbya|diazo; Allocoleopsis|diazo; Leptolyngbya|diazo; Calothrix|diazo; Oxynema|non; Nostoc|diazo; Nostocales|diazo; Egbenema|diazo; Tolypothrix|diazo; Anabaena|diazo; Phormidium|non; Kovacikia|non; Leptolyngbya|diazo; Nostoc|diazo; Nostoc|diazo; Nodularia|diazo; Nostoc|diazo; Anabaena|non; Chlorogloeopsis|diazo; Leptolyngbya|diazo; Nostoc|diazo; Tolypothrix|diazo; Planktothrix|non; Microcoleus|non; Nostoc|diazo; Nostoc|diazo; Cylindrospermopsis|diazo; Nostoc|diazo; Dolichospermum|diazo; Planktothrix|non; Nostoc|diazo; Microcoleus|non; Leptodesmis|diazo; Cylindrospermopsis|diazo; Nostoc|diazo; Rivularia|diazo; Planktothrix|diazo; Gloeocapsopsis|non; Cylindrospermopsis|diazo; Anabaena|diazo; Leptolyngbya|diazo; Anabaena|diazo; Trichormus|diazo; Planktothrix|non; Halotia|diazo; Nostoc|diazo; Aliinostoc|diazo; 'Nostoc|diazo; Nostoc|diazo; Trichormus|diazo; Nostoc|diazo; Acaryochloris|non; Planktothrix|non; Nostoc|diazo; Nostoc|diazo; Thermoleptolyngbya|diazo; Nodularia|diazo; Planktothrix|non; Nostoc|diazo; Nostoc|diazo; [Phormidium]|non; Microcoleus|non; Nostoc|diazo; Dolichospermum|diazo; Nostoc|diazo; Calothrix|diazo; Chlorogloeopsis|diazo; Anabaena|diazo; Fischerella|diazo; Thermoleptolyngbya|non; Oxynema|non; Nostoc|diazo; Dolichospermum|diazo; Capilliphycus|diazo; Nostoc|diazo; Crinalium|non; Leptothermofonsia|non; Okeanomitos|diazo; Thermocoleostomius|diazo; Anabaena|diazo; Anabaena|diazo; Chroococcidiopsis|diazo; Chroococcidiopsis|diazo; Trichothermofontia|diazo; Altericista|diazo; Acaryochloris|non; Acaryochloris|non; Leptolyngbya|non; Leptolyngbya|diazo,,,,,,,,0.0159369077788132
GF_00574,31,0.0071869515879282,0.0071869515879282,Positive,0.7658154483824511,4.8710602694625044e-45,83,73,10,0.8795180722891566,83,83.0,28,22,6,Fischerella|diazo; Chlorogloeopsis|diazo; Chlorogloeopsis|diazo; Fischerella|diazo; Nostoc|diazo; Tolypothrix|diazo; Nostoc|diazo; Nostoc|diazo; Nodularia|diazo; Nostoc|diazo; Nostoc|diazo; Anabaena|diazo; Nostoc|diazo; Halotia|diazo; Tolypothrix|diazo; Nostoc|diazo; Nostoc|diazo; Nostoc|diazo; Nostoc|diazo; Nodularia|diazo; Nostoc|diazo; Anabaena|diazo; Nostoc|diazo; Cylindrospermopsis|diazo; Calothrix|diazo; Cylindrospermopsis|diazo; Nostoc|diazo; Nostoc|diazo; Nostoc|diazo; Anabaena|diazo; Anabaena|diazo; Richelia|diazo; Nostoc|diazo; Tolypothrix|diazo; Chroococcidiopsis|diazo; Cylindrospermopsis|diazo; Calothrix|diazo; Nostoc|diazo; Nostocales|diazo; Nostoc|diazo; Chroococcidiopsis|diazo; Nostoc|diazo; Nostoc|diazo; Aliinostoc|diazo; Nostoc|diazo; Nostoc|diazo; Nostoc|diazo; Nostoc|diazo; Nostoc|diazo; Dolichospermum|diazo; Dolichospermum|diazo; Anabaena|non; Anabaena|diazo; Dolichospermum|diazo; Calothrix|diazo; Calothrix|diazo; Nostoc|diazo; Calothrix|diazo; Trichormus|diazo; Trichormus|diazo; Microcoleus|non; Phormidium|non; Microcoleus|non; Microcoleus|non; Calothrix|diazo; Cylindrospermopsis|diazo; Cylindrospermopsis|diazo; Leptothermofonsia|diazo; Leptothermofonsia|non; Allocoleopsis|diazo; Rivularia|diazo; Calothrix|diazo; Nostoc|diazo; Anabaena|diazo; Okeanomitos|diazo; Leptodesmis|diazo; Crinalium|non; Kovacikia|non; Anabaena|diazo; 'Nostoc|diazo; Gloeocapsa|non; Gloeocapsopsis|non; Trichothermofontia|diazo,,,,,,,,0.0116912491490322
GF_00623,32,0.0071669103636727,0.0071669103636727,Positive,0.5439022157114082,2.61261501349944e-35,172,101,71,0.5872093023255814,172,172.0,59,38,21,Moorena|non; cyanobacterium|diazo; Planktothricoides|non; Thermoleptolyngbya|diazo; Trichormus|diazo; Halotia|diazo; Desertifilum|diazo; Crinalium|non; Anabaena|diazo; Nostoc|diazo; Trichormus|diazo; Cylindrospermopsis|diazo; Nostoc|diazo; Egbenema|diazo; Phormidium|non; Nostoc|diazo; Dolichospermum|diazo; Tolypothrix|diazo; Calothrix|diazo; [Phormidium]|non; Leptodesmis|diazo; Richelia|diazo; Leptothermofonsia|diazo; Nodularia|diazo; Microcoleus|non; Cylindrospermopsis|diazo; Nostoc|diazo; Dolichospermum|diazo; Acaryochloris|non; Calothrix|diazo; Leptolyngbya|diazo; Calothrix|diazo; Nostoc|diazo; Leptolyngbya|diazo; Crocosphaera|diazo; Chroococcidiopsis|diazo; Limnospira|non; Acaryochloris|non; Microcoleus|non; Nostoc|diazo; Acaryochloris|non; Allocoleopsis|diazo; Anabaena|diazo; Anabaena|diazo; Nostoc|diazo; Stanieria|non; Nostocales|diazo; Nostoc|diazo; Leptolyngbya|non; Leptolyngbya|non; Crocosphaera|diazo; Fischerella|diazo; Nostoc|diazo; Altericista|diazo; Nodularia|diazo; Pleurocapsa|diazo; Nostoc|diazo; Leptolyngbya|diazo; Tolypothrix|diazo; Anabaena|diazo; Moorena|non; Chroococcidiopsis|diazo; Halomicronema|non; Limnospira|non; Nostoc|diazo; Limnospira|non; Cyanobacterium|diazo; Leptolyngbya|diazo; cyanobacterium|diazo; Thermoleptolyngbya|diazo; Leptolyngbya|diazo; Calothrix|diazo; Stanieria|non; Nostoc|diazo; Leptolyngbya|diazo; Chlorogloeopsis|diazo; Anabaena|diazo; Calothrix|diazo; Thermoleptolyngbya|non; Rivularia|diazo; Cylindrospermopsis|diazo; Thermocoleostomius|diazo; Nostoc|diazo; Leptolyngbya|diazo; Nostoc|diazo; Cylindrospermopsis|diazo; Calothrix|diazo; Oxynema|non; Arthrospira|non; Aliinostoc|diazo; Anabaena|diazo; 'Nostoc|diazo; Microcoleus|non; Okeanomitos|diazo; Cylindrospermopsis|diazo; Leptolyngbya|diazo; Chlorogloeopsis|diazo; Nostoc|diazo; Halomicronema|non; Kovacikia|non; Nostoc|diazo; Nostoc|diazo; Anabaena|diazo; Nostoc|diazo; Tolypothrix|diazo; Nostoc|diazo; Gloeocapsopsis|non; Anabaena|non; Fischerella|diazo; Nostoc|diazo; Arthrospira|non; Nostoc|diazo; Leptolyngbya|diazo; Calothrix|diazo; Nostoc|diazo; Nostoc|diazo; Nostoc|diazo; Nostoc|diazo; Leptothermofonsia|non; Trichodesmium|diazo; Nostoc|diazo; Nostoc|diazo; Planktothrix|non; Planktothrix|non; Gloeocapsa|non; Planktothrix|non; Planktothrix|non; Planktothrix|non; Planktothrix|non; Planktothrix|diazo; Euhalothece|diazo; Halothece|diazo; Dactylococcopsis|non; Pleurocapsa|non; Chondrocystis|non; Picosynechococcus|non; [Synechococcus]|non; Picosynechococcus|non; Picosynechococcus|non; Picosynechococcus|non; Synechocystis|diazo; [Leptolyngbya]|non; Picosynechococcus|non; Microcystis|non; Microcystis|non; Microcystis|non; Microcystis|non; Microcystis|non; Microcystis|non; Microcystis|non; Gloeothece|diazo; Microcystis|non; Microcystis|non; Gloeothece|diazo; Microcystis|non; Microcystis|non; Microcystis|non; Microcystis|non; Microcystis|non; Microcystis|non; Microcystis|non; Microcystis|non; Microcystis|non; Microcystis|non; Microcystis|non; Microcystis|non; Microcystis|non; Microcystis|non; Microcystis|non; Microcystis|non; Rippkaea|diazo; cyanobacterium|diazo,,,,,,,,0.0142574597905684
GF_02091,33,0.0071501193603304,0.0071501193603304,Positive,0.6273338312173263,1.1489005630396419e-38,117,84,36,0.7,117,117.0,35,25,10,Leptothermofonsia|non; Leptothermofonsia|diazo; Acaryochloris|non; Acaryochloris|non; Acaryochloris|non; Acaryochloris|non; Altericista|diazo; Leptolyngbya|diazo; Leptolyngbya|diazo; Leptolyngbya|diazo; Leptolyngbya|diazo; Leptolyngbya|diazo; Leptolyngbya|diazo; Synechococcus|non; Synechococcus|non; Synechococcus|non; Synechococcus|non; Synechococcus|non; Synechococcus|non; Synechococcus|non; Synechococcus|non; Synechococcus|non; Synechococcus|non; Synechococcus|non; Synechococcus|non; Synechococcus|non; Synechococcus|non; Synechococcus|non; Nostoc|diazo; Calothrix|diazo; Nodularia|diazo; Cylindrospermopsis|diazo; Nostoc|diazo; Anabaena|diazo; Fischerella|diazo; Aliinostoc|diazo; Anabaena|diazo; Rivularia|diazo; Anabaena|diazo; Nostoc|diazo; Anabaena|diazo; Cylindrospermopsis|diazo; Nostoc|diazo; Richelia|diazo; Nostoc|diazo; Trichormus|diazo; Tolypothrix|diazo; Nostoc|diazo; Cylindrospermopsis|diazo; Halotia|diazo; Dolichospermum|diazo; Gloeocapsa|non; Calothrix|diazo; Nostoc|diazo; Calothrix|diazo; Nodularia|diazo; Fischerella|diazo; Nostoc|diazo; Nostoc|diazo; Nostoc|diazo; Nostoc|diazo; Nostoc|diazo; Leptolyngbya|diazo; Calothrix|diazo; Calothrix|diazo; Chlorogloeopsis|diazo; Nostoc|diazo; Nostoc|diazo; Anabaena|diazo; Okeanomitos|diazo; Nostoc|diazo; Cylindrospermopsis|diazo; Calothrix|diazo; Anabaena|diazo; Nostoc|diazo; Nostoc|diazo; Nostoc|diazo; 'Nostoc|diazo; Nostoc|diazo; Gloeocapsopsis|non; Dolichospermum|diazo; Nostoc|diazo; Nostoc|diazo; Anabaena|non; Nostoc|diazo; Tolypothrix|diazo; Trichormus|diazo; Nostoc|diazo; Cylindrospermopsis|diazo; Nostocales|diazo; Nostoc|diazo; Nostoc|diazo; Nostoc|diazo; Anabaena|diazo; Dolichospermum|diazo; Chlorogloeopsis|diazo; Calothrix|diazo; Nostoc|diazo; Tolypothrix|diazo; Chroococcidiopsis|diazo; Chroococcidiopsis|diazo; Leptolyngbya|non; Thermocoleostomius|diazo; Egbenema|diazo; Kovacikia|non; Thermoleptolyngbya|non; Thermoleptolyngbya|diazo; Leptolyngbya|diazo; Trichothermofontia|diazo; Planktothricoides|non; Crinalium|non; Oxynema|non; [Phormidium]|non; Oxynema|non; Thermoleptolyngbya|diazo; Geitlerinema|non; Synechococcus|non,,,,,,,,0.0087555960762493
GF_01462,34,0.0070534003955517,0.0070534003955517,Positive,0.7242035003298537,1.1335740431476794e-36,73,64,10,0.8648648648648649,73,73.0,27,20,7,Chroococcidiopsis|diazo; Nostoc|diazo; Nostoc|diazo; Gloeocapsopsis|non; Nostoc|diazo; Geitlerinema|non; Nostoc|diazo; Tolypothrix|diazo; Tolypothrix|diazo; Thermocoleostomius|diazo; Tolypothrix|diazo; Chroococcidiopsis|diazo; Gloeocapsa|non; Richelia|diazo; Calothrix|diazo; Calothrix|diazo; Fischerella|diazo; Chlorogloeopsis|diazo; Chlorogloeopsis|diazo; Fischerella|diazo; Pseudanabaena|diazo; Aliinostoc|diazo; Calothrix|diazo; Nostoc|diazo; Calothrix|diazo; Nostoc|diazo; Gloeobacter|non; Nostoc|diazo; Anabaena|diazo; Nostoc|diazo; Nostoc|diazo; Nostoc|diazo; Nostoc|diazo; Kovacikia|non; Nostoc|diazo; Nostoc|diazo; Nostoc|diazo; Nostoc|diazo; Nostoc|diazo; Nostoc|diazo; Nostoc|diazo; Nostoc|diazo; Nostoc|diazo; Nostoc|diazo; Nostoc|diazo; Nostoc|diazo; Nostoc|diazo; Trichormus|diazo; Gloeobacter|non; Anabaena|diazo; Nostoc|diazo; Nostoc|diazo; Trichormus|diazo; Anabaena|diazo; Pleurocapsa|non; 'Nostoc|diazo; Nostoc|diazo; Anabaena|diazo; Anabaena|diazo; Anabaena|diazo; Altericista|diazo; Anthocerotibacter|non; Gloeothece|diazo; Gloeothece|diazo; Nostocales|diazo; Capilliphycus|diazo; Stanieria|non; Calothrix|diazo; Pleurocapsa|diazo; Rivularia|diazo; Calothrix|diazo; Planktothrix|diazo; Stanieria|non,,,,,,,,0.0487758476594703
GF_00566,35,0.0070408397757648,0.0070408397757648,Positive,0.6598306624088126,2.647019933829788e-40,107,81,26,0.7570093457943925,107,107.0,44,31,13,Leptolyngbya|diazo; Thermoleptolyngbya|diazo; Egbenema|diazo; Thermoleptolyngbya|diazo; Leptolyngbya|diazo; Leptodesmis|diazo; Leptothermofonsia|diazo; Kovacikia|non; Thermoleptolyngbya|non; Gloeothece|diazo; Trichothermofontia|diazo; Geitlerinema|non; Halothece|diazo; Leptolyngbya|non; Leptothermofonsia|non; Calothrix|diazo; Chlorogloeopsis|diazo; Oxynema|non; [Phormidium]|non; Oxynema|non; Planktothricoides|non; Halomicronema|non; Halomicronema|non; Leptolyngbya|non; Chroococcidiopsis|diazo; Gloeocapsa|non; Nostoc|diazo; Aliinostoc|diazo; Crinalium|non; Anabaena|diazo; Fischerella|diazo; Dolichospermum|diazo; Anabaena|diazo; Anabaena|diazo; Trichormus|diazo; Nostoc|diazo; Microcoleus|non; Nostoc|diazo; Calothrix|diazo; Nostoc|diazo; Nostoc|diazo; Gloeothece|diazo; Anabaena|diazo; Nostoc|diazo; Nostoc|diazo; Nostoc|diazo; Anabaena|diazo; Nostoc|diazo; Microcoleus|non; Halotia|diazo; Nostoc|diazo; Anabaena|diazo; Nostoc|diazo; Dolichospermum|diazo; Nostoc|diazo; Chlorogloeopsis|diazo; 'Nostoc|diazo; Rivularia|diazo; Anabaena|non; Okeanomitos|diazo; Nostoc|diazo; Nostoc|diazo; Microcoleus|non; Nostoc|diazo; Nostoc|diazo; Nostoc|diazo; Fischerella|diazo; Nostoc|diazo; Nostoc|diazo; Nostoc|diazo; Richelia|diazo; Phormidium|non; Nostoc|diazo; Trichormus|diazo; Nostoc|diazo; Nostoc|diazo; Nodularia|diazo; Dolichospermum|diazo; Nostoc|diazo; Anabaena|diazo; Nostoc|diazo; Microcoleus|non; Calothrix|diazo; Calothrix|diazo; Calothrix|diazo; Leptolyngbya|diazo; Calothrix|diazo; Tolypothrix|diazo; Nodularia|diazo; Nostoc|diazo; Acaryochloris|non; Acaryochloris|non; Acaryochloris|non; Tolypothrix|diazo; Acaryochloris|non; Allocoleopsis|diazo; Tolypothrix|diazo; Euhalothece|diazo; Dactylococcopsis|non; Altericista|diazo; Desertifilum|diazo; Pleurocapsa|diazo; Thermocoleostomius|diazo; Nostocales|diazo; Calothrix|diazo; Gloeocapsopsis|non; Nostoc|diazo,,,,,,,,0.0119564899771634
GF_01672,36,0.0068007103177184,0.0068007103177184,Positive,0.7690225563909774,1.7489845002810386e-42,76,68,8,0.8947368421052632,76,76.0,24,19,5,Fischerella|diazo; Anabaena|diazo; Cylindrospermopsis|diazo; Allocoleopsis|diazo; Nostoc|diazo; Nostoc|diazo; Dolichospermum|diazo; Dolichospermum|diazo; Anabaena|diazo; Nostoc|diazo; Trichormus|diazo; Cylindrospermopsis|diazo; Anabaena|diazo; Nostoc|diazo; Nostoc|diazo; Anabaena|diazo; Rivularia|diazo; Gloeocapsa|non; Nostoc|diazo; Chlorogloeopsis|diazo; Nostoc|diazo; Nostoc|diazo; Aliinostoc|diazo; Nostoc|diazo; Chroococcidiopsis|diazo; Nostoc|diazo; Tolypothrix|diazo; Nostocales|diazo; Chroococcidiopsis|diazo; Chlorogloeopsis|diazo; Nostoc|diazo; Anabaena|diazo; Nostoc|diazo; Gloeocapsopsis|non; Nostoc|diazo; Anabaena|non; Kovacikia|non; Nostoc|diazo; Anabaena|diazo; Nodularia|diazo; Nostoc|diazo; 'Nostoc|diazo; Tolypothrix|diazo; Cylindrospermopsis|diazo; Richelia|diazo; Nostoc|diazo; Nodularia|diazo; Nostoc|diazo; Nostoc|diazo; Nostoc|diazo; Nostoc|diazo; Dolichospermum|diazo; Tolypothrix|diazo; Nostoc|diazo; Nostoc|diazo; Calothrix|diazo; Calothrix|diazo; Anabaena|diazo; Nostoc|diazo; Nostoc|diazo; Nostoc|diazo; Nostoc|diazo; Calothrix|diazo; Halotia|diazo; Trichormus|diazo; Cylindrospermopsis|diazo; Cylindrospermopsis|diazo; Fischerella|diazo; Nostoc|diazo; Calothrix|diazo; Calothrix|diazo; Okeanomitos|diazo; Microcoleus|non; Microcoleus|non; Microcoleus|non; Phormidium|non,,,,,,,,0.0077908930243403
GF_01372,37,0.0067938041224257,0.0067938041224257,Positive,0.7471076584536391,3.532897013154184e-45,89,76,13,0.8539325842696629,89,89.0,32,23,9,Calothrix|diazo; Dolichospermum|diazo; Nostoc|diazo; Nostoc|diazo; Fischerella|diazo; Nostoc|diazo; Calothrix|diazo; Nostoc|diazo; Chlorogloeopsis|diazo; Calothrix|diazo; Nostoc|diazo; Dolichospermum|diazo; Chlorogloeopsis|diazo; Nostoc|diazo; Nostoc|diazo; Nostoc|diazo; Nostoc|diazo; 'Nostoc|diazo; Trichormus|diazo; Calothrix|diazo; Anabaena|diazo; Anabaena|diazo; Nostoc|diazo; Nostoc|diazo; Aliinostoc|diazo; Anabaena|diazo; Nostoc|diazo; Nodularia|diazo; Fischerella|diazo; Rivularia|diazo; Anabaena|non; Nostoc|diazo; Halotia|diazo; Nostoc|diazo; Trichormus|diazo; Nostoc|diazo; Nostoc|diazo; Anabaena|diazo; Nostoc|diazo; Calothrix|diazo; Anabaena|diazo; Nostoc|diazo; Nodularia|diazo; Anabaena|diazo; Nostoc|diazo; Tolypothrix|diazo; Nostoc|diazo; Geitlerinema|non; Nostoc|diazo; Tolypothrix|diazo; Dolichospermum|diazo; Nostocales|diazo; Nostoc|diazo; Nostoc|diazo; Nostoc|diazo; Tolypothrix|diazo; Nostoc|diazo; Nostoc|diazo; Anabaena|diazo; Calothrix|diazo; Nostoc|diazo; Gloeocapsopsis|non; Gloeocapsa|non; Microcoleus|non; Microcoleus|non; Microcoleus|non; Phormidium|non; Dactylococcopsis|non; Halothece|diazo; Cylindrospermopsis|diazo; Cylindrospermopsis|diazo; Cylindrospermopsis|diazo; Cylindrospermopsis|diazo; Cylindrospermopsis|diazo; Trichothermofontia|diazo; Calothrix|diazo; Crinalium|non; Okeanomitos|diazo; Leptolyngbya|diazo; Thermoleptolyngbya|non; Thermoleptolyngbya|diazo; Thermoleptolyngbya|diazo; Leptolyngbya|diazo; Richelia|diazo; Leptothermofonsia|non; Kovacikia|non; Chroococcidiopsis|diazo; Desertifilum|diazo; Chroococcidiopsis|diazo,,,,,,,,0.0142213034581356
GF_01834,38,0.0066787350152881,0.0066787350152881,Positive,0.6832136566860859,1.5631439542229755e-46,121,91,30,0.7520661157024794,121,121.0,41,30,11,Chlorogloeopsis|diazo; Tolypothrix|diazo; Nostoc|diazo; Calothrix|diazo; Microcoleus|non; Nostoc|diazo; Nostoc|diazo; Nostoc|diazo; Dolichospermum|diazo; Anabaena|diazo; Nostoc|diazo; Microcoleus|non; Nostoc|diazo; [Phormidium]|non; Fischerella|diazo; Dolichospermum|diazo; Nostoc|diazo; Nostoc|diazo; Anabaena|diazo; Anabaena|diazo; Rivularia|diazo; Calothrix|diazo; Nostoc|diazo; Nostoc|diazo; Nostoc|diazo; Anabaena|diazo; Nostoc|diazo; Chlorogloeopsis|diazo; Nostoc|diazo; Nodularia|diazo; Cylindrospermopsis|diazo; Calothrix|diazo; Cylindrospermopsis|diazo; Nostoc|diazo; Calothrix|diazo; Planktothricoides|non; Anabaena|diazo; Nostoc|diazo; Pseudanabaena|diazo; Nostoc|diazo; Cylindrospermopsis|diazo; Nostoc|diazo; Nostoc|diazo; Trichormus|diazo; Richelia|diazo; Nodularia|diazo; Nostoc|diazo; Nostoc|diazo; Nostoc|diazo; Oxynema|non; Calothrix|diazo; Anabaena|non; Cylindrospermopsis|diazo; Microcoleus|non; Dolichospermum|diazo; Anabaena|diazo; Nostoc|diazo; Nostoc|diazo; Nostoc|diazo; Anabaena|diazo; Aliinostoc|diazo; Nostocales|diazo; Tolypothrix|diazo; Nostoc|diazo; Calothrix|diazo; Microcoleus|non; Cylindrospermopsis|diazo; Tolypothrix|diazo; Nostoc|diazo; Fischerella|diazo; Halotia|diazo; Phormidium|non; Trichormus|diazo; Nostoc|diazo; Leptothermofonsia|diazo; Thermoleptolyngbya|non; Kovacikia|non; Leptolyngbya|diazo; Leptolyngbya|diazo; Thermoleptolyngbya|diazo; Okeanomitos|diazo; Thermocoleostomius|diazo; Thermoleptolyngbya|diazo; Leptothermofonsia|non; Leptodesmis|diazo; Calothrix|diazo; Leptolyngbya|diazo; Leptolyngbya|diazo; Leptolyngbya|non; Leptolyngbya|diazo; Leptolyngbya|diazo; Leptolyngbya|diazo; Leptolyngbya|diazo; Chroococcidiopsis|diazo; Chroococcidiopsis|diazo; Leptolyngbya|diazo; Moorena|non; Halomicronema|non; Halomicronema|non; Leptolyngbya|non; Trichothermofontia|diazo; Gloeothece|diazo; Pleurocapsa|diazo; Trichodesmium|diazo; Altericista|diazo; Oxynema|non; Desertifilum|diazo; Acaryochloris|non; Acaryochloris|non; Acaryochloris|non; Acaryochloris|non; Stanieria|non; Cyanobacterium|non; Cyanobacterium|non; Cyanobacterium|diazo; Chondrocystis|non; Gloeothece|diazo; Cyanobacterium|non; Cyanobacterium|non; Stanieria|non; Cyanobacterium|non,,,,,,,,0.0516984311462585
