accuracy,precision,recall,f1,roc_auc,model
0.9130434782608695,0.9117647058823529,0.96875,0.9393939393939394,0.9821428571428571,Gradient Boosting
0.8803418803418803,0.6296296296296297,0.8095238095238095,0.7083333333333334,0.9692460317460317,Gradient Boosting
0.6896551724137931,0.7857142857142857,0.6470588235294118,0.7096774193548387,0.8063725490196079,Gradient Boosting
0.8263888888888888,0.5384615384615384,0.75,0.6268656716417911,0.8435960591133006,Gradient Boosting
0.6666666666666666,0.2777777777777778,0.7142857142857143,0.4,0.7937030075187971,Gradient Boosting
