gene_family,total_genomes,diazotroph_count,diazotroph_pct,is_pure
GF_00720,46,46,1.0,True
GF_00721,49,49,1.0,True
GF_00722,70,60,0.8571428571428571,False
GF_00723,162,98,0.6049382716049383,False
GF_00724,67,57,0.8507462686567164,False
GF_00725,125,80,0.64,False
GF_00726,250,103,0.412,False
GF_00727,257,105,0.4085603112840467,False
GF_00728,70,18,0.2571428571428571,False
GF_00729,257,107,0.4163424124513619,False
GF_00730,62,61,0.9838709677419355,True
GF_00731,65,64,0.9846153846153847,True
GF_00732,81,70,0.8641975308641975,False
GF_00733,67,66,0.9850746268656716,True
GF_00734,73,70,0.958904109589041,True
GF_00735,70,67,0.9571428571428572,True
GF_00736,97,78,0.8041237113402062,False
GF_00737,74,70,0.9459459459459459,True
GF_00738,62,61,0.9838709677419355,True
GF_00739,52,52,1.0,True
GF_00740,189,93,0.49206349206349204,False
GF_00741,144,96,0.6666666666666666,False
GF_00742,63,62,0.9841269841269841,True
GF_00743,65,64,0.9846153846153847,True
GF_00744,178,85,0.47752808988764045,False
GF_00745,65,64,0.9846153846153847,True
GF_00746,43,43,1.0,True
GF_00747,42,42,1.0,True
GF_00748,45,44,0.9777777777777777,True
GF_00749,45,41,0.9111111111111111,True
GF_00750,65,64,0.9846153846153847,True
GF_00751,237,101,0.42616033755274263,False
GF_00752,44,43,0.9772727272727273,True
GF_00753,46,46,1.0,True
GF_00754,68,66,0.9705882352941176,True
GF_00755,261,107,0.4099616858237548,False
GF_00756,105,80,0.7619047619047619,False
GF_00757,71,69,0.971830985915493,True
GF_00758,55,54,0.9818181818181818,True
GF_00759,67,66,0.9850746268656716,True
GF_00760,49,49,1.0,True
GF_00761,46,34,0.7391304347826086,False
GF_00762,58,57,0.9827586206896551,True
GF_00763,62,62,1.0,True
GF_00764,54,53,0.9814814814814815,True
GF_00765,53,52,0.9811320754716981,True
GF_00766,51,51,1.0,True
GF_00767,50,1,0.02,True
GF_00768,50,1,0.02,True
GF_00769,46,46,1.0,True
GF_00770,46,43,0.9347826086956522,True
GF_00771,218,109,0.5,False
GF_00772,44,43,0.9772727272727273,True
GF_00773,120,78,0.65,False
GF_00774,42,42,1.0,True
GF_00775,60,59,0.9833333333333333,True
GF_00776,40,15,0.375,False
GF_00777,121,78,0.6446280991735537,False
GF_00778,55,53,0.9636363636363636,True
GF_00779,42,42,1.0,True
GF_00780,65,64,0.9846153846153847,True
GF_00781,69,67,0.9710144927536232,True
GF_00782,40,40,1.0,True
GF_00783,63,62,0.9841269841269841,True
GF_00784,47,47,1.0,True
GF_00785,47,39,0.8297872340425532,False
GF_00786,56,55,0.9821428571428571,True
GF_00787,41,41,1.0,True
GF_00788,43,42,0.9767441860465116,True
GF_00789,43,42,0.9767441860465116,True
GF_00790,48,47,0.9791666666666666,True
GF_00791,61,58,0.9508196721311475,True
GF_00792,60,59,0.9833333333333333,True
GF_00793,57,53,0.9298245614035088,True
GF_00794,72,69,0.9583333333333334,True
GF_00795,66,65,0.9848484848484849,True
GF_00796,182,99,0.5439560439560439,False
GF_00797,51,50,0.9803921568627451,True
GF_00798,55,52,0.9454545454545454,True
GF_00799,49,49,1.0,True
GF_00800,47,47,1.0,True
GF_00801,51,51,1.0,True
GF_00802,45,45,1.0,True
GF_00803,47,47,1.0,True
GF_00804,47,47,1.0,True
GF_00805,41,41,1.0,True
GF_00806,68,67,0.9852941176470589,True
GF_00807,50,50,1.0,True
GF_00808,45,45,1.0,True
GF_00809,59,58,0.9830508474576272,True
GF_00810,72,50,0.6944444444444444,False
GF_00811,54,26,0.48148148148148145,False
GF_00812,41,41,1.0,True
GF_00813,59,10,0.1694915254237288,False
GF_00814,249,84,0.3373493975903614,False
GF_00815,103,9,0.08737864077669903,True
GF_00816,79,46,0.5822784810126582,False
GF_00817,45,2,0.044444444444444446,True
GF_00818,57,56,0.9824561403508771,True
GF_00819,351,101,0.28774928774928776,False
GF_00820,40,40,1.0,True
GF_00821,47,47,1.0,True
GF_00822,40,39,0.975,True
GF_00823,72,69,0.9583333333333334,True
GF_00824,41,41,1.0,True
GF_00825,62,61,0.9838709677419355,True
GF_00826,40,37,0.925,True
GF_00827,58,55,0.9482758620689655,True
GF_00828,73,18,0.2465753424657534,False
GF_00829,63,62,0.9841269841269841,True
GF_00830,42,41,0.9761904761904762,True
GF_00831,40,39,0.975,True
GF_00832,72,69,0.9583333333333334,True
GF_00833,50,49,0.98,True
GF_00834,53,52,0.9811320754716981,True
GF_00835,45,45,1.0,True
GF_00836,57,56,0.9824561403508771,True
GF_00837,50,49,0.98,True
GF_00838,65,64,0.9846153846153847,True
GF_00839,58,58,1.0,True
GF_00840,72,69,0.9583333333333334,True
GF_00841,43,43,1.0,True
GF_00842,55,54,0.9818181818181818,True
GF_00843,46,20,0.43478260869565216,False
GF_00844,56,55,0.9821428571428571,True
GF_00845,363,108,0.2975206611570248,False
GF_00846,70,67,0.9571428571428572,True
GF_00847,61,60,0.9836065573770492,True
GF_00848,61,60,0.9836065573770492,True
GF_00849,52,52,1.0,True
GF_00850,55,54,0.9818181818181818,True
GF_00851,67,66,0.9850746268656716,True
GF_00852,51,50,0.9803921568627451,True
GF_00853,46,46,1.0,True
GF_00854,60,59,0.9833333333333333,True
GF_00855,68,67,0.9852941176470589,True
GF_00856,58,52,0.896551724137931,False
GF_00857,229,107,0.4672489082969432,False
GF_00858,65,64,0.9846153846153847,True
GF_00859,65,64,0.9846153846153847,True
GF_00860,67,36,0.5373134328358209,False
GF_00861,58,57,0.9827586206896551,True
GF_00862,41,41,1.0,True
GF_00863,52,52,1.0,True
GF_00864,146,78,0.5342465753424658,False
GF_00865,40,2,0.05,True
GF_00866,148,55,0.3716216216216216,False
GF_00867,63,7,0.1111111111111111,False
GF_00868,57,11,0.19298245614035087,False
GF_00869,50,27,0.54,False
GF_00870,57,23,0.40350877192982454,False
GF_00871,41,5,0.12195121951219512,False
GF_00872,40,6,0.15,False
GF_00873,61,12,0.19672131147540983,False
GF_00874,133,42,0.3157894736842105,False
GF_00875,44,0,0.0,True
GF_00876,68,0,0.0,True
GF_00877,62,0,0.0,True
GF_00878,94,0,0.0,True
GF_00879,58,0,0.0,True
GF_00880,47,0,0.0,True
GF_00881,69,0,0.0,True
GF_00882,61,0,0.0,True
GF_00883,150,0,0.0,True
GF_00884,127,0,0.0,True
GF_00885,83,0,0.0,True
GF_00886,89,0,0.0,True
GF_00887,81,72,0.8888888888888888,False
GF_00888,73,10,0.136986301369863,False
GF_00889,74,70,0.9459459459459459,True
GF_00890,67,66,0.9850746268656716,True
GF_00891,67,66,0.9850746268656716,True
GF_00892,53,52,0.9811320754716981,True
GF_00893,81,75,0.9259259259259259,True
GF_00894,58,57,0.9827586206896551,True
GF_00895,239,101,0.4225941422594142,False
GF_00896,50,0,0.0,True
GF_00897,42,0,0.0,True
GF_00898,101,0,0.0,True
GF_00899,153,0,0.0,True
GF_00900,73,0,0.0,True
GF_00901,45,0,0.0,True
GF_00902,125,0,0.0,True
GF_00903,100,0,0.0,True
GF_00904,130,0,0.0,True
GF_00905,102,0,0.0,True
GF_00906,69,0,0.0,True
GF_00907,99,0,0.0,True
GF_00908,45,1,0.022222222222222223,True
GF_00909,44,43,0.9772727272727273,True
GF_00910,57,56,0.9824561403508771,True
GF_00911,51,50,0.9803921568627451,True
GF_00912,58,57,0.9827586206896551,True
GF_00913,48,48,1.0,True
GF_00914,56,55,0.9821428571428571,True
GF_00915,53,52,0.9811320754716981,True
GF_00916,242,106,0.4380165289256198,False
GF_00917,62,58,0.9354838709677419,True
GF_00918,57,53,0.9298245614035088,True
GF_00919,40,40,1.0,True
GF_00920,70,67,0.9571428571428572,True
GF_00921,42,42,1.0,True
GF_00922,44,44,1.0,True
GF_00923,59,59,1.0,True
GF_00924,45,44,0.9777777777777777,True
GF_00925,62,60,0.967741935483871,True
GF_00926,47,46,0.9787234042553191,True
GF_00927,54,28,0.5185185185185185,False
GF_00928,41,41,1.0,True
GF_00929,75,74,0.9866666666666667,True
GF_00930,73,68,0.9315068493150684,True
GF_00931,417,105,0.2517985611510791,False
GF_00932,54,7,0.12962962962962962,False
GF_00933,71,15,0.2112676056338028,False
GF_00934,40,38,0.95,True
GF_00935,67,66,0.9850746268656716,True
GF_00936,63,61,0.9682539682539683,True
GF_00937,55,54,0.9818181818181818,True
GF_00938,49,48,0.9795918367346939,True
GF_00939,58,58,1.0,True
GF_00940,69,66,0.9565217391304348,True
GF_00941,65,64,0.9846153846153847,True
GF_00942,48,47,0.9791666666666666,True
GF_00943,40,40,1.0,True
GF_00944,42,42,1.0,True
GF_00945,45,44,0.9777777777777777,True
GF_00946,50,42,0.84,False
GF_00947,52,8,0.15384615384615385,False
GF_00948,70,66,0.9428571428571428,True
GF_00949,88,67,0.7613636363636364,False
GF_00950,46,46,1.0,True
GF_00951,46,46,1.0,True
GF_00952,71,66,0.9295774647887324,True
GF_00953,58,57,0.9827586206896551,True
GF_00954,52,51,0.9807692307692307,True
GF_00955,67,66,0.9850746268656716,True
GF_00956,56,56,1.0,True
GF_00957,124,78,0.6290322580645161,False
GF_00958,262,107,0.4083969465648855,False
GF_00959,77,11,0.14285714285714285,False
GF_00960,212,87,0.41037735849056606,False
GF_00961,47,46,0.9787234042553191,True
GF_00962,40,39,0.975,True
GF_00963,74,55,0.7432432432432432,False
GF_00964,45,43,0.9555555555555556,True
GF_00965,54,53,0.9814814814814815,True
GF_00966,53,14,0.2641509433962264,False
GF_00967,45,4,0.08888888888888889,True
GF_00968,250,110,0.44,False
GF_00969,151,89,0.5894039735099338,False
GF_00970,138,87,0.6304347826086957,False
GF_00971,49,22,0.4489795918367347,False
GF_00972,80,70,0.875,False
GF_00973,67,66,0.9850746268656716,True
GF_00974,43,43,1.0,True
GF_00975,53,53,1.0,True
GF_00976,43,43,1.0,True
GF_00977,41,41,1.0,True
GF_00978,48,48,1.0,True
GF_00979,42,41,0.9761904761904762,True
GF_00980,51,50,0.9803921568627451,True
GF_00981,53,52,0.9811320754716981,True
GF_00982,55,19,0.34545454545454546,False
GF_00983,42,41,0.9761904761904762,True
GF_00984,52,51,0.9807692307692307,True
GF_00985,46,46,1.0,True
GF_00986,55,54,0.9818181818181818,True
GF_00987,69,64,0.927536231884058,True
GF_00988,52,51,0.9807692307692307,True
GF_00989,48,48,1.0,True
GF_00990,43,43,1.0,True
GF_00991,67,66,0.9850746268656716,True
GF_00992,41,38,0.926829268292683,True
GF_00993,40,40,1.0,True
GF_00994,71,68,0.9577464788732394,True
GF_00995,43,43,1.0,True
GF_00996,49,49,1.0,True
GF_00997,43,43,1.0,True
GF_00998,54,54,1.0,True
GF_00999,58,57,0.9827586206896551,True
GF_01000,41,41,1.0,True
GF_01001,67,66,0.9850746268656716,True
GF_01002,57,56,0.9824561403508771,True
GF_01003,46,45,0.9782608695652174,True
GF_01004,44,31,0.7045454545454546,False
GF_01005,111,39,0.35135135135135137,False
GF_01006,65,64,0.9846153846153847,True
GF_01007,69,66,0.9565217391304348,True
GF_01008,40,40,1.0,True
GF_01009,43,43,1.0,True
GF_01010,43,43,1.0,True
GF_01011,63,61,0.9682539682539683,True
GF_01012,42,36,0.8571428571428571,False
GF_01013,47,45,0.9574468085106383,True
GF_01014,44,44,1.0,True
GF_01015,45,45,1.0,True
GF_01016,45,43,0.9555555555555556,True
GF_01017,65,64,0.9846153846153847,True
GF_01018,58,55,0.9482758620689655,True
GF_01019,43,43,1.0,True
GF_01020,42,42,1.0,True
GF_01021,45,45,1.0,True
GF_01022,48,48,1.0,True
GF_01023,51,51,1.0,True
GF_01024,48,47,0.9791666666666666,True
GF_01025,56,55,0.9821428571428571,True
GF_01026,78,65,0.8333333333333334,False
GF_01027,96,83,0.8645833333333334,False
GF_01028,216,95,0.4398148148148148,False
GF_01029,40,40,1.0,True
GF_01030,41,41,1.0,True
GF_01031,51,51,1.0,True
GF_01032,53,52,0.9811320754716981,True
GF_01033,40,40,1.0,True
GF_01034,64,61,0.953125,True
GF_01035,61,60,0.9836065573770492,True
GF_01036,44,44,1.0,True
GF_01037,98,0,0.0,True
GF_01038,75,0,0.0,True
GF_01039,50,0,0.0,True
GF_01040,74,0,0.0,True
GF_01041,75,0,0.0,True
GF_01042,43,0,0.0,True
GF_01043,65,0,0.0,True
GF_01044,63,0,0.0,True
GF_01045,111,0,0.0,True
GF_01046,52,0,0.0,True
GF_01047,53,0,0.0,True
GF_01048,52,0,0.0,True
GF_01049,68,0,0.0,True
GF_01050,99,0,0.0,True
GF_01051,62,0,0.0,True
GF_01052,62,0,0.0,True
GF_01053,48,0,0.0,True
GF_01054,243,74,0.3045267489711934,False
GF_01055,150,0,0.0,True
GF_01056,66,0,0.0,True
GF_01057,49,0,0.0,True
GF_01058,46,0,0.0,True
GF_01059,55,0,0.0,True
GF_01060,97,0,0.0,True
GF_01061,67,0,0.0,True
GF_01062,63,0,0.0,True
GF_01063,42,0,0.0,True
GF_01064,63,0,0.0,True
GF_01065,153,0,0.0,True
GF_01066,57,0,0.0,True
GF_01067,44,0,0.0,True
GF_01068,47,0,0.0,True
GF_01069,152,0,0.0,True
GF_01070,46,0,0.0,True
GF_01071,90,0,0.0,True
GF_01072,153,0,0.0,True
GF_01073,48,0,0.0,True
GF_01074,84,0,0.0,True
GF_01075,76,0,0.0,True
GF_01076,52,0,0.0,True
GF_01077,108,0,0.0,True
GF_01078,49,0,0.0,True
GF_01079,54,0,0.0,True
GF_01080,86,0,0.0,True
GF_01081,66,0,0.0,True
GF_01082,96,0,0.0,True
GF_01083,81,0,0.0,True
GF_01084,87,0,0.0,True
GF_01085,86,0,0.0,True
GF_01086,90,0,0.0,True
GF_01087,66,0,0.0,True
GF_01088,41,0,0.0,True
GF_01089,77,0,0.0,True
GF_01090,50,0,0.0,True
GF_01091,143,0,0.0,True
GF_01092,74,0,0.0,True
GF_01093,49,0,0.0,True
GF_01094,49,0,0.0,True
GF_01095,97,0,0.0,True
GF_01096,81,0,0.0,True
GF_01097,58,0,0.0,True
GF_01098,68,0,0.0,True
GF_01099,152,0,0.0,True
GF_01100,63,0,0.0,True
GF_01101,64,0,0.0,True
GF_01102,47,0,0.0,True
GF_01103,41,0,0.0,True
GF_01104,46,0,0.0,True
GF_01105,70,0,0.0,True
GF_01106,49,0,0.0,True
GF_01107,96,0,0.0,True
GF_01108,58,0,0.0,True
GF_01109,78,0,0.0,True
GF_01110,41,0,0.0,True
GF_01111,101,0,0.0,True
GF_01112,140,0,0.0,True
GF_01113,70,0,0.0,True
GF_01114,41,0,0.0,True
GF_01115,104,0,0.0,True
GF_01116,46,0,0.0,True
GF_01117,168,0,0.0,True
GF_01118,153,0,0.0,True
GF_01119,64,0,0.0,True
GF_01120,50,0,0.0,True
GF_01121,89,0,0.0,True
GF_01122,46,0,0.0,True
GF_01123,100,0,0.0,True
GF_01124,101,0,0.0,True
GF_01125,53,0,0.0,True
GF_01126,58,0,0.0,True
GF_01127,71,0,0.0,True
GF_01128,168,0,0.0,True
GF_01129,136,0,0.0,True
GF_01130,127,0,0.0,True
GF_01131,69,0,0.0,True
GF_01132,42,0,0.0,True
GF_01133,49,0,0.0,True
GF_01134,58,0,0.0,True
GF_01135,53,0,0.0,True
GF_01136,50,0,0.0,True
GF_01137,153,0,0.0,True
GF_01138,56,0,0.0,True
GF_01139,70,0,0.0,True
GF_01140,42,0,0.0,True
GF_01141,41,0,0.0,True
GF_01142,42,0,0.0,True
GF_01143,41,0,0.0,True
GF_01144,168,0,0.0,True
GF_01145,40,0,0.0,True
GF_01146,124,0,0.0,True
GF_01147,71,3,0.04225352112676056,True
GF_01148,42,0,0.0,True
GF_01149,55,0,0.0,True
GF_01150,73,0,0.0,True
GF_01151,49,0,0.0,True
GF_01152,70,0,0.0,True
GF_01153,41,0,0.0,True
GF_01154,53,0,0.0,True
GF_01155,73,0,0.0,True
GF_01156,116,0,0.0,True
GF_01157,65,0,0.0,True
GF_01158,99,0,0.0,True
GF_01159,43,0,0.0,True
GF_01160,40,0,0.0,True
GF_01161,81,0,0.0,True
GF_01162,79,0,0.0,True
GF_01163,41,0,0.0,True
GF_01164,74,1,0.013513513513513514,True
GF_01165,41,0,0.0,True
GF_01166,153,0,0.0,True
GF_01167,84,0,0.0,True
GF_01168,99,0,0.0,True
GF_01169,44,0,0.0,True
GF_01170,111,0,0.0,True
GF_01171,93,0,0.0,True
GF_01172,81,0,0.0,True
GF_01173,51,0,0.0,True
GF_01174,153,0,0.0,True
GF_01175,104,0,0.0,True
GF_01176,153,0,0.0,True
GF_01177,53,0,0.0,True
GF_01178,69,0,0.0,True
GF_01179,99,0,0.0,True
GF_01180,76,0,0.0,True
GF_01181,77,0,0.0,True
GF_01182,70,0,0.0,True
GF_01183,48,0,0.0,True
GF_01184,50,0,0.0,True
GF_01185,73,0,0.0,True
GF_01186,75,0,0.0,True
GF_01187,70,0,0.0,True
GF_01188,110,0,0.0,True
GF_01189,48,0,0.0,True
GF_01190,67,0,0.0,True
GF_01191,55,54,0.9818181818181818,True
GF_01192,71,69,0.971830985915493,True
GF_01193,56,55,0.9821428571428571,True
GF_01194,62,61,0.9838709677419355,True
GF_01195,62,61,0.9838709677419355,True
GF_01196,59,58,0.9830508474576272,True
GF_01197,64,64,1.0,True
GF_01198,79,0,0.0,True
GF_01199,42,0,0.0,True
GF_01200,52,0,0.0,True
GF_01201,98,0,0.0,True
GF_01202,93,0,0.0,True
GF_01203,46,0,0.0,True
GF_01204,73,0,0.0,True
GF_01205,153,0,0.0,True
GF_01206,75,0,0.0,True
GF_01207,153,0,0.0,True
GF_01208,41,0,0.0,True
GF_01209,92,0,0.0,True
GF_01210,43,0,0.0,True
GF_01211,104,0,0.0,True
GF_01212,78,2,0.02564102564102564,True
GF_01213,62,0,0.0,True
GF_01214,89,0,0.0,True
GF_01215,152,0,0.0,True
GF_01216,92,0,0.0,True
GF_01217,54,0,0.0,True
GF_01218,98,0,0.0,True
GF_01219,78,0,0.0,True
GF_01220,96,0,0.0,True
GF_01221,59,0,0.0,True
GF_01222,79,0,0.0,True
GF_01223,126,0,0.0,True
GF_01224,96,0,0.0,True
GF_01225,93,0,0.0,True
GF_01226,61,0,0.0,True
GF_01227,96,0,0.0,True
GF_01228,43,0,0.0,True
GF_01229,45,0,0.0,True
GF_01230,146,61,0.4178082191780822,False
GF_01231,323,110,0.34055727554179566,False
GF_01232,46,8,0.17391304347826086,False
GF_01233,253,103,0.40711462450592883,False
GF_01234,133,46,0.3458646616541353,False
GF_01235,259,105,0.40540540540540543,False
GF_01236,109,80,0.7339449541284404,False
GF_01237,68,16,0.23529411764705882,False
GF_01238,75,69,0.92,True
GF_01239,135,61,0.45185185185185184,False
GF_01240,123,85,0.6910569105691057,False
GF_01241,89,67,0.7528089887640449,False
GF_01242,54,46,0.8518518518518519,False
GF_01243,78,72,0.9230769230769231,True
GF_01244,60,11,0.18333333333333332,False
GF_01245,81,15,0.18518518518518517,False
GF_01246,55,16,0.2909090909090909,False
GF_01247,48,12,0.25,False
GF_01248,147,86,0.5850340136054422,False
GF_01249,55,54,0.9818181818181818,True
GF_01250,47,47,1.0,True
GF_01251,41,41,1.0,True
GF_01252,58,57,0.9827586206896551,True
GF_01253,67,61,0.9104477611940298,True
GF_01254,51,51,1.0,True
GF_01255,41,41,1.0,True
GF_01256,50,50,1.0,True
GF_01257,56,53,0.9464285714285714,True
GF_01258,51,51,1.0,True
GF_01259,56,55,0.9821428571428571,True
GF_01260,48,48,1.0,True
GF_01261,50,49,0.98,True
GF_01262,41,41,1.0,True
GF_01263,41,41,1.0,True
GF_01264,49,48,0.9795918367346939,True
GF_01265,62,61,0.9838709677419355,True
GF_01266,82,64,0.7804878048780488,False
GF_01267,65,64,0.9846153846153847,True
GF_01268,53,52,0.9811320754716981,True
GF_01269,41,41,1.0,True
GF_01270,41,41,1.0,True
GF_01271,46,46,1.0,True
GF_01272,50,49,0.98,True
GF_01273,46,46,1.0,True
GF_01274,65,64,0.9846153846153847,True
GF_01275,40,40,1.0,True
GF_01276,40,40,1.0,True
GF_01277,65,64,0.9846153846153847,True
GF_01278,64,61,0.953125,True
GF_01279,78,71,0.9102564102564102,True
GF_01280,59,57,0.9661016949152542,True
GF_01281,59,58,0.9830508474576272,True
GF_01282,76,70,0.9210526315789473,True
GF_01283,64,63,0.984375,True
GF_01284,41,40,0.975609756097561,True
GF_01285,68,67,0.9852941176470589,True
GF_01286,64,63,0.984375,True
GF_01287,105,87,0.8285714285714286,False
GF_01288,67,66,0.9850746268656716,True
GF_01289,40,39,0.975,True
GF_01290,58,13,0.22413793103448276,False
GF_01291,63,56,0.8888888888888888,False
GF_01292,253,36,0.1422924901185771,False
GF_01293,67,28,0.417910447761194,False
GF_01294,48,0,0.0,True
GF_01295,73,0,0.0,True
GF_01296,153,0,0.0,True
GF_01297,426,112,0.26291079812206575,False
GF_01298,100,0,0.0,True
GF_01299,59,0,0.0,True
GF_01300,71,0,0.0,True
GF_01301,64,0,0.0,True
GF_01302,99,0,0.0,True
GF_01303,56,52,0.9285714285714286,True
GF_01304,49,48,0.9795918367346939,True
GF_01305,54,53,0.9814814814814815,True
GF_01306,130,80,0.6153846153846154,False
GF_01307,43,42,0.9767441860465116,True
GF_01308,64,59,0.921875,True
GF_01309,46,46,1.0,True
GF_01310,57,56,0.9824561403508771,True
GF_01311,67,66,0.9850746268656716,True
GF_01312,71,68,0.9577464788732394,True
GF_01313,67,66,0.9850746268656716,True
GF_01314,155,93,0.6,False
GF_01315,63,40,0.6349206349206349,False
GF_01316,53,53,1.0,True
GF_01317,51,50,0.9803921568627451,True
GF_01318,57,56,0.9824561403508771,True
GF_01319,52,51,0.9807692307692307,True
GF_01320,48,47,0.9791666666666666,True
GF_01321,72,69,0.9583333333333334,True
GF_01322,58,57,0.9827586206896551,True
GF_01323,52,51,0.9807692307692307,True
GF_01324,41,39,0.9512195121951219,True
GF_01325,48,47,0.9791666666666666,True
GF_01326,47,47,1.0,True
GF_01327,66,11,0.16666666666666666,False
GF_01328,87,77,0.8850574712643678,False
GF_01329,168,92,0.5476190476190477,False
GF_01330,83,52,0.6265060240963856,False
GF_01331,161,28,0.17391304347826086,False
GF_01332,68,26,0.38235294117647056,False
GF_01333,117,89,0.7606837606837606,False
GF_01334,70,61,0.8714285714285714,False
GF_01335,43,3,0.06976744186046512,True
GF_01336,40,31,0.775,False
GF_01337,105,87,0.8285714285714286,False
GF_01338,101,69,0.6831683168316832,False
GF_01339,44,1,0.022727272727272728,True
GF_01340,62,61,0.9838709677419355,True
GF_01341,50,49,0.98,True
GF_01342,65,64,0.9846153846153847,True
GF_01343,72,69,0.9583333333333334,True
GF_01344,64,63,0.984375,True
GF_01345,58,58,1.0,True
GF_01346,47,47,1.0,True
GF_01347,65,64,0.9846153846153847,True
GF_01348,42,42,1.0,True
GF_01349,49,49,1.0,True
GF_01350,73,69,0.9452054794520548,True
GF_01351,40,40,1.0,True
GF_01352,64,63,0.984375,True
GF_01353,57,56,0.9824561403508771,True
GF_01354,53,53,1.0,True
GF_01355,54,53,0.9814814814814815,True
GF_01356,44,41,0.9318181818181818,True
GF_01357,80,72,0.9,True
GF_01358,52,52,1.0,True
GF_01359,43,32,0.7441860465116279,False
GF_01360,57,57,1.0,True
GF_01361,46,46,1.0,True
GF_01362,63,62,0.9841269841269841,True
GF_01363,47,47,1.0,True
GF_01364,58,57,0.9827586206896551,True
GF_01365,75,69,0.92,True
GF_01366,69,66,0.9565217391304348,True
GF_01367,66,65,0.9848484848484849,True
GF_01368,54,53,0.9814814814814815,True
GF_01369,63,60,0.9523809523809523,True
GF_01370,55,53,0.9636363636363636,True
GF_01371,40,38,0.95,True
GF_01372,89,76,0.8539325842696629,False
GF_01373,41,37,0.9024390243902439,True
GF_01374,104,31,0.2980769230769231,False
GF_01375,108,82,0.7592592592592593,False
GF_01376,246,101,0.4105691056910569,False
GF_01377,154,86,0.5584415584415584,False
GF_01378,55,50,0.9090909090909091,True
GF_01379,40,22,0.55,False
GF_01380,59,54,0.9152542372881356,True
GF_01381,210,103,0.49047619047619045,False
GF_01382,57,17,0.2982456140350877,False
GF_01383,174,96,0.5517241379310345,False
GF_01384,77,70,0.9090909090909091,True
GF_01385,51,12,0.23529411764705882,False
GF_01386,91,81,0.8901098901098901,False
GF_01387,232,104,0.4482758620689655,False
GF_01388,69,65,0.9420289855072463,True
GF_01389,80,75,0.9375,True
GF_01390,122,87,0.7131147540983607,False
GF_01391,69,17,0.2463768115942029,False
GF_01392,52,5,0.09615384615384616,True
GF_01393,196,99,0.5051020408163265,False
GF_01394,138,84,0.6086956521739131,False
GF_01395,270,110,0.4074074074074074,False
GF_01396,170,73,0.4294117647058823,False
GF_01397,264,104,0.3939393939393939,False
GF_01398,43,4,0.09302325581395349,True
GF_01399,112,54,0.48214285714285715,False
GF_01400,153,88,0.5751633986928104,False
GF_01401,69,55,0.7971014492753623,False
GF_01402,43,43,1.0,True
GF_01403,74,69,0.9324324324324325,True
GF_01404,57,49,0.8596491228070176,False
GF_01405,53,50,0.9433962264150944,True
GF_01406,51,51,1.0,True
GF_01407,44,41,0.9318181818181818,True
GF_01408,50,48,0.96,True
GF_01409,41,14,0.34146341463414637,False
GF_01410,65,64,0.9846153846153847,True
GF_01411,66,62,0.9393939393939394,True
GF_01412,41,41,1.0,True
GF_01413,51,51,1.0,True
GF_01414,45,45,1.0,True
GF_01415,43,43,1.0,True
GF_01416,45,45,1.0,True
GF_01417,50,49,0.98,True
GF_01418,70,67,0.9571428571428572,True
GF_01419,59,58,0.9830508474576272,True
GF_01420,58,57,0.9827586206896551,True
GF_01421,40,40,1.0,True
GF_01422,62,61,0.9838709677419355,True
GF_01423,42,41,0.9761904761904762,True
GF_01424,62,61,0.9838709677419355,True
GF_01425,136,76,0.5588235294117647,False
GF_01426,100,86,0.86,False
GF_01427,74,70,0.9459459459459459,True
GF_01428,63,47,0.746031746031746,False
GF_01429,59,58,0.9830508474576272,True
GF_01430,57,56,0.9824561403508771,True
GF_01431,56,55,0.9821428571428571,True
GF_01432,40,40,1.0,True
GF_01433,52,51,0.9807692307692307,True
GF_01434,68,67,0.9852941176470589,True
GF_01435,57,56,0.9824561403508771,True
GF_01436,40,40,1.0,True
GF_01437,61,60,0.9836065573770492,True
GF_01438,51,50,0.9803921568627451,True
GF_01439,56,46,0.8214285714285714,False
GF_01440,40,40,1.0,True
GF_01441,69,68,0.9855072463768116,True
GF_01442,56,55,0.9821428571428571,True
GF_01443,51,50,0.9803921568627451,True
GF_01444,60,59,0.9833333333333333,True
GF_01445,143,34,0.23776223776223776,False
GF_01446,216,101,0.4675925925925926,False
GF_01447,64,55,0.859375,False
GF_01448,87,72,0.8275862068965517,False
GF_01449,326,110,0.3374233128834356,False
GF_01450,153,0,0.0,True
GF_01451,98,0,0.0,True
GF_01452,83,0,0.0,True
GF_01453,64,0,0.0,True
GF_01454,62,0,0.0,True
GF_01455,46,0,0.0,True
GF_01456,182,73,0.4010989010989011,False
GF_01457,54,52,0.9629629629629629,True
GF_01458,94,75,0.7978723404255319,False
GF_01459,73,69,0.9452054794520548,True
GF_01460,139,63,0.45323741007194246,False
GF_01461,141,88,0.624113475177305,False
GF_01462,73,63,0.863013698630137,False
GF_01463,62,61,0.9838709677419355,True
GF_01464,48,44,0.9166666666666666,True
GF_01465,68,66,0.9705882352941176,True
GF_01466,91,73,0.8021978021978022,False
GF_01467,50,1,0.02,True
GF_01468,62,61,0.9838709677419355,True
GF_01469,55,52,0.9454545454545454,True
GF_01470,44,43,0.9772727272727273,True
GF_01471,65,64,0.9846153846153847,True
GF_01472,48,46,0.9583333333333334,True
GF_01473,40,40,1.0,True
GF_01474,46,46,1.0,True
GF_01475,45,45,1.0,True
