gene_family,total_genomes,diazotroph_count,diazotroph_pct,is_pure
GF_00324,69,58,0.8405797101449275,False
GF_00325,72,14,0.19444444444444445,False
GF_00326,263,106,0.40304182509505704,False
GF_00327,291,64,0.21993127147766323,False
GF_00328,63,2,0.031746031746031744,True
GF_00329,62,9,0.14516129032258066,False
GF_00330,167,94,0.562874251497006,False
GF_00331,103,80,0.7766990291262136,False
GF_00332,42,24,0.5714285714285714,False
GF_00333,56,13,0.23214285714285715,False
GF_00334,55,54,0.9818181818181818,True
GF_00335,186,97,0.521505376344086,False
GF_00336,106,49,0.46226415094339623,False
GF_00337,55,3,0.05454545454545454,True
GF_00338,58,50,0.8620689655172413,False
GF_00339,60,53,0.8833333333333333,False
GF_00340,220,105,0.4772727272727273,False
GF_00341,106,57,0.5377358490566038,False
GF_00342,124,28,0.22580645161290322,False
GF_00343,257,112,0.4357976653696498,False
GF_00344,227,92,0.4052863436123348,False
GF_00345,70,66,0.9428571428571428,True
GF_00346,92,76,0.8260869565217391,False
GF_00347,118,52,0.4406779661016949,False
GF_00348,45,7,0.15555555555555556,False
GF_00349,285,111,0.3894736842105263,False
GF_00350,320,101,0.315625,False
GF_00351,63,8,0.12698412698412698,False
GF_00352,161,83,0.515527950310559,False
GF_00353,221,104,0.47058823529411764,False
GF_00354,52,51,0.9807692307692307,True
GF_00355,73,65,0.8904109589041096,False
GF_00356,70,66,0.9428571428571428,True
GF_00357,50,48,0.96,True
GF_00358,126,82,0.6507936507936508,False
GF_00359,71,65,0.9154929577464789,True
GF_00360,230,99,0.43043478260869567,False
GF_00361,73,68,0.9315068493150684,True
GF_00362,159,91,0.5723270440251572,False
GF_00363,103,81,0.7864077669902912,False
GF_00364,59,48,0.8135593220338984,False
GF_00365,91,50,0.5494505494505495,False
GF_00366,63,62,0.9841269841269841,True
GF_00367,46,46,1.0,True
GF_00368,58,58,1.0,True
GF_00369,96,73,0.7604166666666666,False
GF_00370,69,67,0.9710144927536232,True
GF_00371,52,52,1.0,True
GF_00372,68,67,0.9852941176470589,True
GF_00373,71,68,0.9577464788732394,True
GF_00374,57,56,0.9824561403508771,True
GF_00375,65,64,0.9846153846153847,True
GF_00376,73,70,0.958904109589041,True
GF_00377,81,75,0.9259259259259259,True
GF_00378,76,69,0.9078947368421053,True
GF_00379,71,68,0.9577464788732394,True
GF_00380,63,61,0.9682539682539683,True
GF_00381,79,62,0.7848101265822784,False
GF_00382,46,46,1.0,True
GF_00383,68,67,0.9852941176470589,True
GF_00384,92,71,0.7717391304347826,False
GF_00385,85,71,0.8352941176470589,False
GF_00386,144,83,0.5763888888888888,False
GF_00387,78,63,0.8076923076923077,False
GF_00388,100,66,0.66,False
GF_00389,43,37,0.8604651162790697,False
GF_00390,86,73,0.8488372093023255,False
GF_00391,78,14,0.1794871794871795,False
GF_00392,49,45,0.9183673469387755,True
GF_00393,269,112,0.4163568773234201,False
GF_00394,59,49,0.8305084745762712,False
GF_00395,95,28,0.29473684210526313,False
GF_00396,169,81,0.47928994082840237,False
GF_00397,43,42,0.9767441860465116,True
GF_00398,59,56,0.9491525423728814,True
GF_00399,82,78,0.9512195121951219,True
GF_00400,171,81,0.47368421052631576,False
GF_00401,69,21,0.30434782608695654,False
GF_00402,54,45,0.8333333333333334,False
GF_00403,69,9,0.13043478260869565,False
GF_00404,202,93,0.4603960396039604,False
GF_00405,174,92,0.5287356321839081,False
GF_00406,95,82,0.8631578947368421,False
GF_00407,58,42,0.7241379310344828,False
GF_00408,78,68,0.8717948717948718,False
GF_00409,124,78,0.6290322580645161,False
GF_00410,41,26,0.6341463414634146,False
GF_00411,73,67,0.9178082191780822,True
GF_00412,66,63,0.9545454545454546,True
GF_00413,211,93,0.44075829383886256,False
GF_00414,92,33,0.358695652173913,False
GF_00415,182,96,0.5274725274725275,False
GF_00416,48,46,0.9583333333333334,True
GF_00417,47,38,0.8085106382978723,False
GF_00418,40,32,0.8,False
GF_00419,75,67,0.8933333333333333,False
GF_00420,62,58,0.9354838709677419,True
GF_00421,54,47,0.8703703703703703,False
GF_00422,137,80,0.583941605839416,False
GF_00423,54,52,0.9629629629629629,True
GF_00424,111,48,0.43243243243243246,False
GF_00425,46,43,0.9347826086956522,True
GF_00426,149,70,0.4697986577181208,False
GF_00427,77,21,0.2727272727272727,False
GF_00428,44,9,0.20454545454545456,False
GF_00429,52,8,0.15384615384615385,False
GF_00430,127,52,0.4094488188976378,False
GF_00431,96,70,0.7291666666666666,False
GF_00432,148,81,0.5472972972972973,False
GF_00433,256,104,0.40625,False
GF_00434,138,43,0.3115942028985507,False
GF_00435,182,93,0.510989010989011,False
GF_00436,141,47,0.3333333333333333,False
GF_00437,74,65,0.8783783783783784,False
GF_00438,187,91,0.48663101604278075,False
GF_00439,42,2,0.047619047619047616,True
GF_00440,60,15,0.25,False
GF_00441,73,11,0.1506849315068493,False
GF_00442,55,54,0.9818181818181818,True
GF_00443,48,47,0.9791666666666666,True
GF_00444,41,40,0.975609756097561,True
GF_00445,63,62,0.9841269841269841,True
GF_00446,65,64,0.9846153846153847,True
GF_00447,54,53,0.9814814814814815,True
GF_00448,69,66,0.9565217391304348,True
GF_00449,69,66,0.9565217391304348,True
GF_00450,66,65,0.9848484848484849,True
GF_00451,53,52,0.9811320754716981,True
GF_00452,62,60,0.967741935483871,True
GF_00453,60,59,0.9833333333333333,True
GF_00454,49,48,0.9795918367346939,True
GF_00455,95,63,0.6631578947368421,False
GF_00456,47,4,0.0851063829787234,True
GF_00457,198,98,0.494949494949495,False
GF_00458,60,8,0.13333333333333333,False
GF_00459,54,3,0.05555555555555555,True
GF_00460,55,5,0.09090909090909091,True
GF_00461,56,55,0.9821428571428571,True
GF_00462,47,47,1.0,True
GF_00463,55,53,0.9636363636363636,True
GF_00464,45,45,1.0,True
GF_00465,55,52,0.9454545454545454,True
GF_00466,40,40,1.0,True
GF_00467,50,49,0.98,True
GF_00468,73,70,0.958904109589041,True
GF_00469,67,66,0.9850746268656716,True
GF_00470,60,57,0.95,True
GF_00471,81,62,0.7654320987654321,False
GF_00472,86,77,0.8953488372093024,False
GF_00473,50,50,1.0,True
GF_00474,69,64,0.927536231884058,True
GF_00475,72,69,0.9583333333333334,True
GF_00476,74,71,0.9594594594594594,True
GF_00477,106,76,0.7169811320754716,False
GF_00478,68,67,0.9852941176470589,True
GF_00479,65,61,0.9384615384615385,True
GF_00480,71,60,0.8450704225352113,False
GF_00481,68,67,0.9852941176470589,True
GF_00482,58,51,0.8793103448275862,False
GF_00483,73,69,0.9452054794520548,True
GF_00484,54,50,0.9259259259259259,True
GF_00485,72,69,0.9583333333333334,True
GF_00486,72,69,0.9583333333333334,True
GF_00487,46,46,1.0,True
GF_00488,209,85,0.40669856459330145,False
GF_00489,71,61,0.8591549295774648,False
GF_00490,49,49,1.0,True
GF_00491,73,66,0.9041095890410958,True
GF_00492,55,52,0.9454545454545454,True
GF_00493,45,45,1.0,True
GF_00494,52,0,0.0,True
GF_00495,51,0,0.0,True
GF_00496,52,0,0.0,True
GF_00497,153,0,0.0,True
GF_00498,122,0,0.0,True
GF_00499,49,0,0.0,True
GF_00500,62,0,0.0,True
GF_00501,152,0,0.0,True
GF_00502,52,0,0.0,True
GF_00503,334,104,0.31137724550898205,False
GF_00504,97,0,0.0,True
GF_00505,54,0,0.0,True
GF_00506,56,0,0.0,True
GF_00507,70,0,0.0,True
GF_00508,52,0,0.0,True
GF_00509,69,0,0.0,True
GF_00510,72,0,0.0,True
GF_00511,70,0,0.0,True
GF_00512,53,0,0.0,True
GF_00513,71,0,0.0,True
GF_00514,71,0,0.0,True
GF_00515,48,0,0.0,True
GF_00516,136,0,0.0,True
GF_00517,41,0,0.0,True
GF_00518,150,1,0.006666666666666667,True
GF_00519,53,0,0.0,True
GF_00520,135,0,0.0,True
GF_00521,40,0,0.0,True
GF_00522,98,22,0.22448979591836735,False
GF_00523,71,27,0.38028169014084506,False
GF_00524,145,89,0.6137931034482759,False
GF_00525,56,13,0.23214285714285715,False
GF_00526,82,81,0.9878048780487805,True
GF_00527,65,14,0.2153846153846154,False
GF_00528,56,13,0.23214285714285715,False
GF_00529,52,12,0.23076923076923078,False
GF_00530,77,11,0.14285714285714285,False
GF_00531,203,92,0.45320197044334976,False
GF_00532,43,0,0.0,True
GF_00533,53,0,0.0,True
GF_00534,124,0,0.0,True
GF_00535,68,0,0.0,True
GF_00536,113,60,0.5309734513274337,False
GF_00537,57,56,0.9824561403508771,True
GF_00538,50,40,0.8,False
GF_00539,70,67,0.9571428571428572,True
GF_00540,59,58,0.9830508474576272,True
GF_00541,56,55,0.9821428571428571,True
GF_00542,47,46,0.9787234042553191,True
GF_00543,40,39,0.975,True
GF_00544,58,57,0.9827586206896551,True
GF_00545,57,56,0.9824561403508771,True
GF_00546,60,20,0.3333333333333333,False
GF_00547,62,14,0.22580645161290322,False
GF_00548,63,13,0.20634920634920634,False
GF_00549,44,11,0.25,False
GF_00550,47,2,0.0425531914893617,True
GF_00551,50,48,0.96,True
GF_00552,42,42,1.0,True
GF_00553,44,44,1.0,True
GF_00554,63,62,0.9841269841269841,True
GF_00555,54,53,0.9814814814814815,True
GF_00556,46,46,1.0,True
GF_00557,46,46,1.0,True
GF_00558,65,63,0.9692307692307692,True
GF_00559,52,51,0.9807692307692307,True
GF_00560,41,41,1.0,True
GF_00561,58,57,0.9827586206896551,True
GF_00562,42,42,1.0,True
GF_00563,43,42,0.9767441860465116,True
GF_00564,71,53,0.7464788732394366,False
GF_00565,129,84,0.6511627906976745,False
GF_00566,107,81,0.7570093457943925,False
GF_00567,79,75,0.9493670886075949,True
GF_00568,46,44,0.9565217391304348,True
GF_00569,56,15,0.26785714285714285,False
GF_00570,71,19,0.2676056338028169,False
GF_00571,42,42,1.0,True
GF_00572,68,60,0.8823529411764706,False
GF_00573,72,69,0.9583333333333334,True
GF_00574,83,73,0.8795180722891566,False
GF_00575,63,62,0.9841269841269841,True
GF_00576,43,43,1.0,True
GF_00577,51,49,0.9607843137254902,True
GF_00578,82,72,0.8780487804878049,False
GF_00579,53,52,0.9811320754716981,True
GF_00580,70,58,0.8285714285714286,False
GF_00581,58,58,1.0,True
GF_00582,71,68,0.9577464788732394,True
GF_00583,60,59,0.9833333333333333,True
GF_00584,63,61,0.9682539682539683,True
GF_00585,58,57,0.9827586206896551,True
GF_00586,54,54,1.0,True
GF_00587,56,55,0.9821428571428571,True
GF_00588,99,77,0.7777777777777778,False
GF_00589,55,54,0.9818181818181818,True
GF_00590,40,40,1.0,True
GF_00591,70,66,0.9428571428571428,True
GF_00592,61,60,0.9836065573770492,True
GF_00593,77,70,0.9090909090909091,True
GF_00594,43,12,0.27906976744186046,False
GF_00595,41,8,0.1951219512195122,False
GF_00596,67,5,0.07462686567164178,True
GF_00597,43,1,0.023255813953488372,True
GF_00598,45,2,0.044444444444444446,True
GF_00599,89,18,0.20224719101123595,False
GF_00600,63,50,0.7936507936507936,False
GF_00601,52,34,0.6538461538461539,False
GF_00602,82,74,0.9024390243902439,True
GF_00603,112,71,0.6339285714285714,False
GF_00604,102,79,0.7745098039215687,False
GF_00605,89,75,0.8426966292134831,False
GF_00606,120,28,0.23333333333333334,False
GF_00607,61,14,0.22950819672131148,False
GF_00608,49,28,0.5714285714285714,False
GF_00609,147,84,0.5714285714285714,False
GF_00610,41,2,0.04878048780487805,True
GF_00611,79,41,0.5189873417721519,False
GF_00612,213,80,0.3755868544600939,False
GF_00613,220,99,0.45,False
GF_00614,264,109,0.4128787878787879,False
GF_00615,41,31,0.7560975609756098,False
GF_00616,48,41,0.8541666666666666,False
GF_00617,55,41,0.7454545454545455,False
GF_00618,172,83,0.48255813953488375,False
GF_00619,78,57,0.7307692307692307,False
GF_00620,51,7,0.13725490196078433,False
GF_00621,75,62,0.8266666666666667,False
GF_00622,71,58,0.8169014084507042,False
GF_00623,172,101,0.5872093023255814,False
GF_00624,191,102,0.5340314136125655,False
GF_00625,97,0,0.0,True
GF_00626,78,0,0.0,True
GF_00627,94,0,0.0,True
GF_00628,152,0,0.0,True
GF_00629,125,0,0.0,True
GF_00630,74,0,0.0,True
GF_00631,102,0,0.0,True
GF_00632,153,30,0.19607843137254902,False
GF_00633,88,51,0.5795454545454546,False
GF_00634,107,10,0.09345794392523364,True
GF_00635,137,83,0.6058394160583942,False
GF_00636,70,39,0.5571428571428572,False
GF_00637,206,79,0.38349514563106796,False
GF_00638,56,8,0.14285714285714285,False
GF_00639,52,3,0.057692307692307696,True
GF_00640,42,36,0.8571428571428571,False
GF_00641,83,71,0.8554216867469879,False
GF_00642,113,77,0.6814159292035398,False
GF_00643,107,70,0.6542056074766355,False
GF_00644,59,56,0.9491525423728814,True
GF_00645,58,57,0.9827586206896551,True
GF_00646,71,68,0.9577464788732394,True
GF_00647,40,38,0.95,True
GF_00648,70,67,0.9571428571428572,True
GF_00649,46,46,1.0,True
GF_00650,64,62,0.96875,True
GF_00651,61,58,0.9508196721311475,True
GF_00652,66,65,0.9848484848484849,True
GF_00653,66,63,0.9545454545454546,True
GF_00654,57,56,0.9824561403508771,True
GF_00655,147,90,0.6122448979591837,False
GF_00656,51,51,1.0,True
GF_00657,42,41,0.9761904761904762,True
GF_00658,177,101,0.5706214689265536,False
GF_00659,79,71,0.8987341772151899,False
GF_00660,72,68,0.9444444444444444,True
GF_00661,66,50,0.7575757575757576,False
GF_00662,76,73,0.9605263157894737,True
GF_00663,68,67,0.9852941176470589,True
GF_00664,60,59,0.9833333333333333,True
GF_00665,58,57,0.9827586206896551,True
GF_00666,75,70,0.9333333333333333,True
GF_00667,62,61,0.9838709677419355,True
GF_00668,63,62,0.9841269841269841,True
GF_00669,79,49,0.620253164556962,False
GF_00670,45,44,0.9777777777777777,True
GF_00671,71,69,0.971830985915493,True
GF_00672,44,44,1.0,True
GF_00673,61,60,0.9836065573770492,True
GF_00674,47,47,1.0,True
GF_00675,74,69,0.9324324324324325,True
GF_00676,44,38,0.8636363636363636,False
GF_00677,68,67,0.9852941176470589,True
GF_00678,68,67,0.9852941176470589,True
GF_00679,68,65,0.9558823529411765,True
GF_00680,43,5,0.11627906976744186,False
GF_00681,50,12,0.24,False
GF_00682,74,8,0.10810810810810811,False
GF_00683,52,6,0.11538461538461539,False
GF_00684,44,9,0.20454545454545456,False
GF_00685,72,4,0.05555555555555555,True
GF_00686,43,4,0.09302325581395349,True
GF_00687,45,5,0.1111111111111111,False
GF_00688,244,99,0.4057377049180328,False
GF_00689,40,40,1.0,True
GF_00690,40,40,1.0,True
GF_00691,43,43,1.0,True
GF_00692,42,42,1.0,True
GF_00693,42,42,1.0,True
GF_00694,69,66,0.9565217391304348,True
GF_00695,69,59,0.855072463768116,False
GF_00696,59,58,0.9830508474576272,True
GF_00697,54,53,0.9814814814814815,True
GF_00698,51,51,1.0,True
GF_00699,84,71,0.8452380952380952,False
GF_00700,47,47,1.0,True
GF_00701,45,45,1.0,True
GF_00702,41,18,0.43902439024390244,False
GF_00703,40,40,1.0,True
GF_00704,48,46,0.9583333333333334,True
GF_00705,44,44,1.0,True
GF_00706,49,48,0.9795918367346939,True
GF_00707,69,66,0.9565217391304348,True
GF_00708,61,58,0.9508196721311475,True
GF_00709,69,55,0.7971014492753623,False
GF_00710,58,57,0.9827586206896551,True
GF_00711,63,62,0.9841269841269841,True
GF_00712,44,44,1.0,True
GF_00713,46,46,1.0,True
GF_00714,59,58,0.9830508474576272,True
GF_00715,40,40,1.0,True
GF_00716,41,41,1.0,True
GF_00717,60,56,0.9333333333333333,True
GF_00718,50,49,0.98,True
GF_00719,64,63,0.984375,True
