gene_family,direction,effect_size,diaz_rate_present,diaz_rate_absent,n_genomes_with_feature,chi2,p_value,importance
GF_01541,Positive,0.40145919654116374,0.4344262295081967,0.03296703296703297,244,84.63812017804669,3.582902513419494e-20,0.012939780769030474
GF_01306,Positive,0.5072765072765073,0.6153846153846154,0.10810810810810811,130,117.3428030115381,2.4150190588365184e-27,0.012938363154448447
GF_02070,Negative,-0.048277375466315525,0.23129251700680273,0.27956989247311825,147,0.9221753077937274,0.33690445498761373,0.012912325535052352
GF_00120,Negative,-0.03286230693394676,0.23529411764705882,0.2681564245810056,68,0.17145343541554958,0.6788233109273012,0.01288525866959598
GF_01819,Positive,0.6547169811320755,0.7547169811320755,0.1,106,172.76430499673,1.842648375165755e-39,0.01287636928794294
GF_02230,Positive,0.526397133724402,0.6867469879518072,0.16034985422740525,83,92.85966479039138,5.613701337384822e-22,0.012856388717825
GF_00615,Positive,0.5457079505859994,0.7560975609756098,0.21038961038961038,41,54.16008179247238,1.8480324876239092e-13,0.012852509212302804
GF_00108,Negative,-0.0563633301521361,0.2127659574468085,0.2691292875989446,47,0.4254787037378055,0.514215860208981,0.012808696985832861
GF_00638,Negative,-0.13822393822393825,0.14285714285714285,0.2810810810810811,56,4.10857891223067,0.042666199042395506,0.012797595902539701
GF_01692,Positive,0.39802391511817214,0.6170212765957447,0.21899736147757257,47,32.16050866595728,1.4194684111731306e-08,0.012750940756869248
GF_01693,Positive,0.3910782703886152,0.4942528735632184,0.10317460317460317,174,79.22870205420736,5.532052262143452e-19,0.012743705068863404
GF_00642,Positive,0.5695948429415589,0.6814159292035398,0.11182108626198083,113,136.07692315323658,1.9194839202848612e-31,0.012743417741860373
GF_01400,Positive,0.4872513107807225,0.5751633986928104,0.08791208791208792,153,117.62067145574544,2.099312015228416e-27,0.012734565137862698
GF_00351,Negative,-0.15951725042634135,0.12698412698412698,0.2865013774104683,63,6.249830464638347,0.01242051937670069,0.012712065814405623
GF_00155,Positive,0.49648529028898725,0.6521739130434783,0.15568862275449102,92,89.20650923730634,3.5567673356950136e-21,0.0126842469001521
GF_00410,Positive,0.4107697180867913,0.6341463414634146,0.22337662337662337,41,30.178034012692745,3.9414838304068735e-08,0.012664695685589561
GF_00599,Negative,-0.07668455973060384,0.20224719101123595,0.2789317507418398,89,1.75908537932433,0.18473863814204738,0.012658266513111976
GF_01872,Positive,0.5481060606060606,0.6875,0.1393939393939394,96,112.4749087012212,2.812011946977019e-26,0.012624826400772574
GF_00388,Positive,0.5188957055214725,0.66,0.1411042944785276,100,103.66527175604426,2.3955365886793865e-24,0.012577514985008965
GF_01487,Positive,0.5659340659340659,0.6428571428571429,0.07692307692307693,140,152.4349219323102,5.090627682124979e-35,0.0125550453600153
GF_01404,Positive,0.6889174154899443,0.8596491228070176,0.17073170731707318,57,117.39095225733278,2.3570970266523886e-27,0.0125166265724132
GF_01742,Positive,0.6365030674846626,0.75,0.11349693251533742,100,156.71780291934385,5.8994845687329617e-36,0.0125089621607663
GF_01241,Positive,0.6192778314940153,0.7528089887640449,0.13353115727002968,89,136.15534095694517,1.8451553724761317e-31,0.012450813912531633
GF_00333,Negative,-0.035424710424710404,0.23214285714285715,0.26756756756756755,56,0.15868929249914812,0.6903661310050732,0.012394970105004425
GF_01661,Positive,0.5608108108108107,0.75,0.1891891891891892,56,76.07028798172522,2.7374534206596984e-18,0.012383307555656732
GF_00773,Positive,0.538888888888889,0.65,0.1111111111111111,120,126.40457631101805,2.5077449413868706e-29,0.012370766357076088
GF_00655,Positive,0.5333918513642016,0.6122448979591837,0.07885304659498207,147,138.60458273905118,5.37489282568746e-32,0.012305343729344583
GF_00046,Positive,0.5124109310155822,0.6201550387596899,0.10774410774410774,129,119.22559328231637,9.347112117596238e-28,0.012236368090359882
GF_00085,Positive,0.05646806226516371,0.30864197530864196,0.25217391304347825,81,0.807649850764639,0.3688159864821844,0.012169323545542288
GF_01683,Positive,0.4975829842088301,0.6355140186915887,0.13793103448275862,107,99.81720053156354,1.671324252730074e-23,0.011980797897421895
GF_00963,Positive,0.5813114250614251,0.7432432432432432,0.16193181818181818,74,103.64514924056002,2.419990912839385e-24,0.011980687345260057
GF_00347,Positive,0.2458727712965001,0.4406779661016949,0.19480519480519481,118,25.360683231040987,4.755115844085017e-07,0.011969999363085751
GF_00320,Positive,0.08761191764884413,0.33962264150943394,0.2520107238605898,53,1.4138156173549719,0.23442401038808555,0.011958975214262351
GF_00566,Positive,0.6598306624088126,0.7570093457943925,0.09717868338557993,107,176.62316977882136,2.647019933829788e-40,0.011956489977163474
GF_00969,Positive,0.5057676098735702,0.5894039735099338,0.08363636363636363,151,126.07224477646199,2.964907693342834e-29,0.011862416506979875
GF_00970,Positive,0.5436292270531401,0.6304347826086957,0.08680555555555555,138,139.48700086633846,3.446642338450043e-32,0.011828821022936574
GF_00777,Positive,0.533152689337488,0.6446280991735537,0.11147540983606558,121,124.33582603915397,7.112708704132664e-29,0.01181753757016766
GF_00405,Positive,0.4493705528188287,0.5287356321839081,0.07936507936507936,174,104.94950203134735,1.2528848803626227e-24,0.0117154097301751
GF_00574,Positive,0.7658154483824511,0.8795180722891566,0.11370262390670553,83,198.3146366607249,4.8710602694625044e-45,0.011691249149032275
GF_02089,Positive,0.35911749069643806,0.4298245614035088,0.0707070707070707,228,68.68273296379704,1.1564910233917762e-16,0.011672544900467445
GF_02060,Positive,0.32720909886264216,0.5555555555555556,0.2283464566929134,45,20.57923729876122,5.7213267554503364e-06,0.01167202728124559
GF_01591,Positive,0.6155505767156253,0.7094017094017094,0.09385113268608414,117,162.77217861678852,2.8053829904499534e-37,0.01165902682959985
GF_00960,Positive,0.293554928584024,0.41037735849056606,0.11682242990654206,212,45.854962714226275,1.2734012373073651e-11,0.011592183325625586
GF_00342,Negative,-0.05233924375133517,0.22580645161290322,0.2781456953642384,124,0.9872317411475422,0.32041990362935846,0.011585370039075574
GF_00104,Positive,0.1151853674065928,0.3486238532110092,0.2334384858044164,109,4.974705875417035,0.025720576692129706,0.0115501502140002
GF_00480,Positive,0.6985915492957746,0.8450704225352113,0.14647887323943662,71,145.41998407643308,1.738372690816509e-33,0.011507378092226817
GF_00870,Positive,0.1623163600057053,0.40350877192982454,0.24119241192411925,57,5.901087506906151,0.015131539138232166,0.011384813902472646
GF_01540,Positive,0.4297869443877204,0.5141242937853108,0.08433734939759036,177,96.40920334923074,9.343182788671796e-23,0.011379288879907254
GF_00722,Positive,0.71107544141252,0.8571428571428571,0.14606741573033707,70,148.98321908770487,2.892069494677617e-34,0.011377084883069424
GF_00471,Positive,0.620504562533548,0.7654320987654321,0.14492753623188406,81,127.1511843771017,1.7214725293748636e-29,0.011334288842737078
GF_00094,Positive,0.3968435901957327,0.46226415094339623,0.06542056074766354,212,84.5109557869111,3.820916840827495e-20,0.011276710529333968
GF_00073,Negative,-0.04861702127659576,0.22,0.26861702127659576,50,0.3166212907527152,0.5736452355678519,0.011245482771596533
GF_00002,Positive,0.761310972560264,0.8651685393258427,0.10385756676557864,89,206.66437564010616,7.338911730068435e-47,0.011196256558637084
