priority_tier,gene_family,candidate_set,product,module_bin,story_role,composite_evidence_score,accessory_story_score,scope_adjusted_story_score,model_score,literature_proteomics_score,related_atlas_score,related_atlas_scope_adjustment_score,related_atlas_applicability,condensate_score,morphotype_breadth_score,story_penalty,n_literature_active_phase_up_studies,active_phase_up_studies,active_phase_up_context_groups,active_phase_up_organisms,n_active_phase_up_source_proteins_total,active_phase_up_representative_protein_names,active_phase_up_alignment_classes,n_literature_nfix_response_studies,nfix_response_studies,nfix_response_context_groups,nfix_response_organisms,n_nfix_response_source_proteins_total,nfix_response_types,nfix_response_directions,max_nfix_response_strength,n_literature_mapped_studies,mapped_literature_studies,mapped_literature_organisms,related_atlas_match,aryal_product,aryal_consensus_rank_pct_mean,exact_product_match,condensate_family_percentile,condensate_best_score,primary_bridge_broad_ge1u_ge1f,strict_unicellular_breadth_ge3u_ge1f,nif_or_nitrogenase_audit,housekeeping_lineage_flag,hgt_passenger_flag,evidence_alignment_summary,best_rank,consensus_rank_pct_mean,diazotroph_pct_mean,diazotroph_pct_max,n_models_with_importance,n_run_model_hits,n_member_genomes,n_member_proteins,gene_top100_overlap,gene_top100_ranks,strict_bridge_ge1u_ge1f,broad_unicellular_breadth_ge3u_ge1f,broad_unicellular_breadth_ge3u_ge3f,strict_unicellular_breadth_ge3u_ge3f,broad_unicellular_genomes,broad_unicellular_genera,broad_unicellular_genera_list,broad_filamentous_proxy_genomes,broad_filamentous_proxy_genera,broad_filamentous_proxy_genera_list,strict_unicellular_genomes,strict_unicellular_genera,strict_unicellular_genera_list,strict_filamentous_proxy_genomes,strict_filamentous_proxy_genera,strict_filamentous_proxy_genera_list,n_mapped_study_family_rows,n_mapped_source_proteins_total,mapped_source_protein_keys,mapped_representative_protein_names,n_nfix_response_study_family_rows,nfix_response_source_protein_keys,nfix_response_representative_protein_names,nfix_response_criteria,nfix_response_metric_examples,nfix_response_context_count,nfix_response_has_unicellular,nfix_response_has_heterocyst,nfix_response_has_trichodesmium,n_active_phase_up_study_family_rows,active_phase_up_source_protein_keys,active_phase_up_metric_examples,active_phase_up_context_count,active_phase_up_has_unicellular,active_phase_up_has_heterocyst,active_phase_up_has_trichodesmium,aryal_gene,aryal_module_bin,frac_assemblies_proximal,fisher_p_vs_background,condensate_mapped_rows,condensate_family_rank,condensate_label_names,condensate_label_sources,condensate_top1,condensate_top5,condensate_top10,condensate_top20
Tier A: story-leading accessory,GF_00658,Model-Supported,ATP-dependent protease ATP-binding subunit ClpX,Other / unassigned,"Proteostasis, translation, and repair",8.15,8.15,8.15,2.0,2.5,0.5,0.0,applicable,0.4,2.75,0.0,2,Held et al. 2022; Panda et al. 2025,nonheterocystous filament; unicellular,Crocosphaera subtropica ATCC 51142; Trichodesmium erythraeum IMS101,2.0,ATP-dependent Clp protease ATP-binding subunit ClpX | Tery_0584 clpX ATP-dependent Clp protease ATP-binding subunit ClpX (EC 3.4.21.92) [Trichodesmium erythraeum IMS101: NC_008312],active_phase_D_minus_contrast_broad_minusN; active_phase_daytime_high,2,Held et al. 2022; Panda et al. 2025,nonheterocystous filament; unicellular,Crocosphaera subtropica ATCC 51142; Trichodesmium erythraeum IMS101,2.0,nitrogen-state differential; relative diel dynamic in N-fixing culture,diel dynamic; higher under N-fixing minus-nitrate conditions,1.0185098648071005,3,Held et al. 2022; Panda et al. 2025; Welkie et al. 2014,Crocosphaera subtropica ATCC 51142; Gloeothece verrucosa PCC 7822; Trichodesmium erythraeum IMS101,True,50S ribosomal protein L22,0.7225591879028628,False,0.0450038138825324,0.0072198521203044,True,True,False,False,False,Model-Supported; 2 active-phase-up proteomics contexts; related protein-family atlas concordance; condensate-ranked; cross-morphotype bridge,115.0,0.6088516746411483,0.5706214689265536,0.5706214689265536,4,4,177,177,0,,True,True,True,True,13,8,Chroococcidiopsis; Crocosphaera; Cyanobacterium; Gloeothece; Pleurocapsa; Rippkaea; Synechocystis; cyanobacterium,88,29,'Nostoc; Aliinostoc; Allocoleopsis; Anabaena; Calothrix; Capilliphycus; Chlorogloeopsis; Cylindrospermopsis; Desertifilum; Dolichospermum; Egbenema; Fischerella; Halotia; Leptodesmis; Leptolyngbya; Leptothermofonsia; Nodularia; Nostoc; Nostocales; Okeanomitos; Phormidium; Richelia; Rivularia; Thermocoleostomius; Thermoleptolyngbya; Tolypothrix; Trichodesmium; Trichormus; Trichothermofontia,9,5,Crocosphaera; Gloeothece; Rippkaea; Synechocystis; cyanobacterium,92,32,'Nostoc; Aliinostoc; Allocoleopsis; Anabaena; Calothrix; Capilliphycus; Chlorogloeopsis; Chroococcidiopsis; Cyanobacterium; Cylindrospermopsis; Desertifilum; Dolichospermum; Egbenema; Fischerella; Halotia; Leptodesmis; Leptolyngbya; Leptothermofonsia; Nodularia; Nostoc; Nostocales; Okeanomitos; Phormidium; Pleurocapsa; Richelia; Rivularia; Thermocoleostomius; Thermoleptolyngbya; Tolypothrix; Trichodesmium; Trichormus; Trichothermofontia,3.0,3.0,Cyan7822_1770;Tery_0584;cce_4438,"ATP-dependent Clp protease ATP-binding subunit ClpX | Tery_0584 clpX ATP-dependent Clp protease ATP-binding subunit ClpX (EC 3.4.21.92) [Trichodesmium erythraeum IMS101: NC_008312] | ref|YP_003887032.1| ATP-dependent Clp protease, ATP-binding subunit ClpX [Cyanothece sp. PCC 7822]",2.0,Tery_0584;cce_4438,ATP-dependent Clp protease ATP-binding subunit ClpX | Tery_0584 clpX ATP-dependent Clp protease ATP-binding subunit ClpX (EC 3.4.21.92) [Trichodesmium erythraeum IMS101: NC_008312],"dynamic_range / mean_relative_abundance >= 0.5 | p_nitrate<=0.05 or p_interaction<=0.05, with max abs D-/D+ or L-/L+ logFC >= 0.25",Two-way ANOVA p value nitrate=0.000151135597237983; Two-way ANOVA p value lightordark=0.62486018833894; Two-way ANOVA p value Interaction=0.877230746686214; D-_avgLFQ=26.601243019104; D+_avgLFQ=25.5827331542969; L-_avgLFQ=26.6638879776001; L+_avgLFQ=25.7028498649597; D-_D+(logFC)=1.0185098648071005; L-_L+(logFC)=0.9610381126404022 | mean_relative_abundance=10.76; max=15.19@13h; min=4.425@1h; dynamic_range=10.77,2.0,True,False,True,2.0,Tery_0584;cce_4438,D-_D+(logFC)=1.019; L-_L+(logFC)=0.961 | max_hour=13; min_hour=1,2.0,True,False,True,rplV,Housekeeping / lineage marker,0.0121,0.99971,1.0,59.0,,,False,True,True,True
Tier A: story-leading accessory,GF_00143,Model-Supported,ketol-acid reductoisomerase,Other / unassigned,Carbon flux and reductant supply,7.75,7.75,7.75,2.0,2.5,0.5,0.0,applicable,0.0,2.75,0.0,2,Held et al. 2022; Panda et al. 2025,nonheterocystous filament; unicellular,Crocosphaera subtropica ATCC 51142; Trichodesmium erythraeum IMS101,2.0,Ketol-acid reductoisomerase (NADP(+)) | Tery_4335 ilvC ketol-acid reductoisomerase (EC 1.1.1.86) [Trichodesmium erythraeum IMS101: NC_008312],active_phase_D_minus_contrast_broad_minusN; active_phase_daytime_high,3,Held et al. 2022; Panda et al. 2025; Sandh et al. 2014,heterocyst; nonheterocystous filament; unicellular,Crocosphaera subtropica ATCC 51142; Nostoc punctiforme PCC 73102; Trichodesmium erythraeum IMS101,3.0,heterocyst/filament differential; nitrogen-state differential; relative diel dynamic in N-fixing culture,diel dynamic; filament/vegetative-enriched; higher under N-fixing minus-nitrate conditions,2.056599802038004,4,Held et al. 2022; Panda et al. 2025; Sandh et al. 2014; Welkie et al. 2014,Crocosphaera subtropica ATCC 51142; Gloeothece verrucosa PCC 7822; Nostoc punctiforme PCC 73102; Trichodesmium erythraeum IMS101,True,delta(24)-sterol C-methyltransferase,0.5320907955573574,False,0.2250190694126621,3.1307424965540904e-05,True,True,False,False,False,Model-Supported; 2 active-phase-up proteomics contexts; related protein-family atlas concordance; cross-morphotype bridge,267.0,0.3074162679425837,0.4144486692015209,0.4144486692015209,4,4,263,263,0,,True,True,True,True,18,11,Chroococcidiopsis; Crocosphaera; Cyanobacterium; Euhalothece; Gloeothece; Halothece; Pleurocapsa; Rippkaea; Synechococcus; Synechocystis; cyanobacterium,91,31,'Nostoc; Aliinostoc; Allocoleopsis; Altericista; Anabaena; Calothrix; Chlorogloeopsis; Cylindrospermopsis; Desertifilum; Dolichospermum; Egbenema; Fischerella; Halotia; Leptodesmis; Leptolyngbya; Leptothermofonsia; Nodularia; Nostoc; Nostocales; Okeanomitos; Phormidium; Planktothrix; Pseudanabaena; Richelia; Rivularia; Thermocoleostomius; Thermoleptolyngbya; Tolypothrix; Trichodesmium; Trichormus; Trichothermofontia,13,8,Crocosphaera; Euhalothece; Gloeothece; Halothece; Rippkaea; Synechococcus; Synechocystis; cyanobacterium,96,34,'Nostoc; Aliinostoc; Allocoleopsis; Altericista; Anabaena; Calothrix; Chlorogloeopsis; Chroococcidiopsis; Cyanobacterium; Cylindrospermopsis; Desertifilum; Dolichospermum; Egbenema; Fischerella; Halotia; Leptodesmis; Leptolyngbya; Leptothermofonsia; Nodularia; Nostoc; Nostocales; Okeanomitos; Phormidium; Planktothrix; Pleurocapsa; Pseudanabaena; Richelia; Rivularia; Thermocoleostomius; Thermoleptolyngbya; Tolypothrix; Trichodesmium; Trichormus; Trichothermofontia,4.0,4.0,Cyan7822_0132;Npun_F3618;Tery_4335;cce_2120,Ketol-acid reductoisomerase (NADP(+)) | Tery_4335 ilvC ketol-acid reductoisomerase (EC 1.1.1.86) [Trichodesmium erythraeum IMS101: NC_008312] | ilvC; Acetohydroxy acid isomeroreductase | ref|YP_003885458.1| ketol-acid reductoisomerase [Cyanothece sp. PCC 7822],3.0,Npun_F3618;Tery_4335;cce_2120,Ketol-acid reductoisomerase (NADP(+)) | Tery_4335 ilvC ketol-acid reductoisomerase (EC 1.1.1.86) [Trichodesmium erythraeum IMS101: NC_008312] | ilvC; Acetohydroxy acid isomeroreductase,"abs heterocyst/filament log2 ratio >= 1.0 | dynamic_range / mean_relative_abundance >= 0.5 | p_nitrate<=0.05 or p_interaction<=0.05, with max abs D-/D+ or L-/L+ logFC >= 0.25",Two-way ANOVA p value nitrate=3.29614376053069e-08; Two-way ANOVA p value lightordark=0.355042886356845; Two-way ANOVA p value Interaction=0.250499424312003; D-_avgLFQ=30.0212917327881; D+_avgLFQ=28.653501033783; L-_avgLFQ=29.8035244941711; L+_avgLFQ=28.6781458854675; D-_D+(logFC)=1.3677906990050985; L-_L+(logFC)=1.125378608703599 | Log2 Ratio (Heterocyst/Filaments)=-2.056599802038004; Variability [%]=46.9569434074209; Peptide Pair Count=3;2 | mean_relative_abundance=166.9; max=260.9@13h; min=118.7@11h; dynamic_range=142.2,3.0,True,True,True,2.0,Tery_4335;cce_2120,D-_D+(logFC)=1.368; L-_L+(logFC)=1.125 | max_hour=13; min_hour=11,2.0,True,False,True,,Other / unassigned,0.0504,0.79508,1.0,295.0,,,False,False,False,False
Tier A: story-leading accessory,GF_00623,Model-Supported,peptide chain release factor 3,Other / unassigned,Other / unassigned,7.55,7.55,7.55,2.0,2.5,0.0,0.0,applicable,0.3,2.75,0.0,2,Held et al. 2022; Panda et al. 2025,nonheterocystous filament; unicellular,Crocosphaera subtropica ATCC 51142; Trichodesmium erythraeum IMS101,2.0,Peptide chain release factor 3 | Tery_2904 prfC bacterial peptide chain release factor 3 (bRF-3) [Trichodesmium erythraeum IMS101: NC_008312],active_phase_D_minus_contrast_broad_minusN; active_phase_daytime_high,2,Held et al. 2022; Panda et al. 2025,nonheterocystous filament; unicellular,Crocosphaera subtropica ATCC 51142; Trichodesmium erythraeum IMS101,2.0,nitrogen-state differential; relative diel dynamic in N-fixing culture,diel dynamic; higher under N-fixing minus-nitrate conditions,1.0096215522771008,2,Held et al. 2022; Panda et al. 2025,Crocosphaera subtropica ATCC 51142; Trichodesmium erythraeum IMS101,False,,,False,0.0869565217391304,0.0005605709924888,True,True,False,False,False,Model-Supported; 2 active-phase-up proteomics contexts; condensate-ranked; cross-morphotype bridge,32.0,0.5454545454545454,0.5872093023255814,0.5872093023255814,4,4,172,172,0,,True,True,True,True,15,10,Chroococcidiopsis; Crocosphaera; Cyanobacterium; Euhalothece; Gloeothece; Halothece; Pleurocapsa; Rippkaea; Synechocystis; cyanobacterium,86,28,'Nostoc; Aliinostoc; Allocoleopsis; Altericista; Anabaena; Calothrix; Chlorogloeopsis; Cylindrospermopsis; Desertifilum; Dolichospermum; Egbenema; Fischerella; Halotia; Leptodesmis; Leptolyngbya; Leptothermofonsia; Nodularia; Nostoc; Nostocales; Okeanomitos; Planktothrix; Richelia; Rivularia; Thermocoleostomius; Thermoleptolyngbya; Tolypothrix; Trichodesmium; Trichormus,11,7,Crocosphaera; Euhalothece; Gloeothece; Halothece; Rippkaea; Synechocystis; cyanobacterium,90,31,'Nostoc; Aliinostoc; Allocoleopsis; Altericista; Anabaena; Calothrix; Chlorogloeopsis; Chroococcidiopsis; Cyanobacterium; Cylindrospermopsis; Desertifilum; Dolichospermum; Egbenema; Fischerella; Halotia; Leptodesmis; Leptolyngbya; Leptothermofonsia; Nodularia; Nostoc; Nostocales; Okeanomitos; Planktothrix; Pleurocapsa; Richelia; Rivularia; Thermocoleostomius; Thermoleptolyngbya; Tolypothrix; Trichodesmium; Trichormus,2.0,2.0,Tery_2904;cce_1143,Peptide chain release factor 3 | Tery_2904 prfC bacterial peptide chain release factor 3 (bRF-3) [Trichodesmium erythraeum IMS101: NC_008312],2.0,Tery_2904;cce_1143,Peptide chain release factor 3 | Tery_2904 prfC bacterial peptide chain release factor 3 (bRF-3) [Trichodesmium erythraeum IMS101: NC_008312],"dynamic_range / mean_relative_abundance >= 0.5 | p_nitrate<=0.05 or p_interaction<=0.05, with max abs D-/D+ or L-/L+ logFC >= 0.25",Two-way ANOVA p value nitrate=0.00165945890248808; Two-way ANOVA p value lightordark=0.94159697286676; Two-way ANOVA p value Interaction=0.285935514884979; D-_avgLFQ=24.3428797721863; D+_avgLFQ=23.3337068557739; L-_avgLFQ=24.1093764305115; L+_avgLFQ=23.5378909111023; D-_D+(logFC)=1.0091729164123997; L-_L+(logFC)=0.571485519409201 | mean_relative_abundance=15.59; max=21.58@15h; min=5.841@12h; dynamic_range=15.74,2.0,True,False,True,2.0,Tery_2904;cce_1143,D-_D+(logFC)=1.009; L-_L+(logFC)=0.5715 | max_hour=15; min_hour=12,2.0,True,False,True,,,,,1.0,114.0,,,False,False,True,True
Tier A: story-leading accessory,GF_01387,Model-Supported,2-isopropylmalate synthase,Other / unassigned,Other / unassigned,7.45,7.45,7.45,2.0,2.5,0.0,0.0,applicable,0.2,2.75,0.0,2,Held et al. 2022; Panda et al. 2025,nonheterocystous filament; unicellular,Crocosphaera subtropica ATCC 51142; Trichodesmium erythraeum IMS101,2.0,2-isopropylmalate synthase | Tery_2253 leuA 2-isopropylmalate synthase (EC 2.3.3.13) [Trichodesmium erythraeum IMS101: NC_008312],active_phase_D_minus_contrast_broad_minusN; active_phase_daytime_high,2,Held et al. 2022; Panda et al. 2025,nonheterocystous filament; unicellular,Crocosphaera subtropica ATCC 51142; Trichodesmium erythraeum IMS101,2.0,nitrogen-state differential; relative diel dynamic in N-fixing culture,diel dynamic; higher under N-fixing minus-nitrate conditions,0.5642118453978995,3,Held et al. 2022; Panda et al. 2025; Welkie et al. 2014,Crocosphaera subtropica ATCC 51142; Gloeothece verrucosa PCC 7822; Trichodesmium erythraeum IMS101,False,,,False,0.1403508771929824,0.0001194407924728,True,True,False,False,False,Model-Supported; 2 active-phase-up proteomics contexts; condensate-ranked; cross-morphotype bridge,148.0,0.3827751196172249,0.4482758620689655,0.4482758620689655,4,4,232,232,1,71.0,True,True,True,True,14,8,Chroococcidiopsis; Crocosphaera; Cyanobacterium; Gloeothece; Pleurocapsa; Rippkaea; Synechocystis; cyanobacterium,90,31,'Nostoc; Aliinostoc; Allocoleopsis; Altericista; Anabaena; Calothrix; Capilliphycus; Chlorogloeopsis; Cylindrospermopsis; Desertifilum; Dolichospermum; Egbenema; Fischerella; Halotia; Leptodesmis; Leptolyngbya; Leptothermofonsia; Nodularia; Nostoc; Nostocales; Okeanomitos; Phormidium; Planktothrix; Pseudanabaena; Richelia; Rivularia; Thermoleptolyngbya; Tolypothrix; Trichodesmium; Trichormus; Trichothermofontia,9,5,Crocosphaera; Gloeothece; Rippkaea; Synechocystis; cyanobacterium,95,34,'Nostoc; Aliinostoc; Allocoleopsis; Altericista; Anabaena; Calothrix; Capilliphycus; Chlorogloeopsis; Chroococcidiopsis; Cyanobacterium; Cylindrospermopsis; Desertifilum; Dolichospermum; Egbenema; Fischerella; Halotia; Leptodesmis; Leptolyngbya; Leptothermofonsia; Nodularia; Nostoc; Nostocales; Okeanomitos; Phormidium; Planktothrix; Pleurocapsa; Pseudanabaena; Richelia; Rivularia; Thermoleptolyngbya; Tolypothrix; Trichodesmium; Trichormus; Trichothermofontia,3.0,3.0,Cyan7822_4956;Tery_2253;cce_4008,2-isopropylmalate synthase | Tery_2253 leuA 2-isopropylmalate synthase (EC 2.3.3.13) [Trichodesmium erythraeum IMS101: NC_008312] | ref|YP_003890122.1| 2-isopropylmalate synthase [Cyanothece sp. PCC 7822],2.0,Tery_2253;cce_4008,2-isopropylmalate synthase | Tery_2253 leuA 2-isopropylmalate synthase (EC 2.3.3.13) [Trichodesmium erythraeum IMS101: NC_008312],"dynamic_range / mean_relative_abundance >= 0.5 | p_nitrate<=0.05 or p_interaction<=0.05, with max abs D-/D+ or L-/L+ logFC >= 0.25",Two-way ANOVA p value nitrate=0.00756835446350265; Two-way ANOVA p value lightordark=0.54333571726474; Two-way ANOVA p value Interaction=0.63070979141764; D-_avgLFQ=26.874116897583; D+_avgLFQ=26.4604368209839; L-_avgLFQ=26.8539400100708; L+_avgLFQ=26.2897281646729; D-_D+(logFC)=0.4136800765990998; L-_L+(logFC)=0.5642118453978995 | mean_relative_abundance=27.85; max=34.22@6h; min=20.12@14h; dynamic_range=14.1,2.0,True,False,True,2.0,Tery_2253;cce_4008,D-_D+(logFC)=0.4137; L-_L+(logFC)=0.5642 | max_hour=6; min_hour=14,2.0,True,False,True,,,,,1.0,184.0,,,False,False,False,True
Tier A: story-leading accessory,GF_00051,Model-Supported,threonine synthase,Other / unassigned,Other / unassigned,7.25,7.25,7.25,2.0,2.5,0.0,0.0,applicable,0.0,2.75,0.0,2,Held et al. 2022; Panda et al. 2025,nonheterocystous filament; unicellular,Crocosphaera subtropica ATCC 51142; Trichodesmium erythraeum IMS101,2.0,Tery_4348 L-threonine synthase (EC 4.2.3.1) [Trichodesmium erythraeum IMS101: NC_008312] | Threonine synthase,active_phase_D_minus_contrast_broad_minusN; active_phase_daytime_high,4,Held et al. 2022; Panda et al. 2025; Sandh et al. 2014; Welkie et al. 2014,heterocyst; nonheterocystous filament; unicellular,Crocosphaera subtropica ATCC 51142; Gloeothece verrucosa PCC 7822; Nostoc punctiforme PCC 73102; Trichodesmium erythraeum IMS101,4.0,diel dynamic in N-fixing culture; heterocyst/filament differential; nitrogen-state differential; relative diel dynamic in N-fixing culture,diel dynamic; filament/vegetative-enriched; higher under N-fixing minus-nitrate conditions,3.2837898169782913,4,Held et al. 2022; Panda et al. 2025; Sandh et al. 2014; Welkie et al. 2014,Crocosphaera subtropica ATCC 51142; Gloeothece verrucosa PCC 7822; Nostoc punctiforme PCC 73102; Trichodesmium erythraeum IMS101,False,,,False,0.2303585049580473,2.836252535359992e-05,True,True,False,False,False,Model-Supported; 2 active-phase-up proteomics contexts; cross-morphotype bridge,164.0,0.3323365231259968,0.4090909090909091,0.4090909090909091,4,4,264,264,0,,True,True,True,True,16,10,Chroococcidiopsis; Crocosphaera; Cyanobacterium; Euhalothece; Gloeothece; Halothece; Pleurocapsa; Rippkaea; Synechocystis; cyanobacterium,92,32,'Nostoc; Aliinostoc; Allocoleopsis; Altericista; Anabaena; Calothrix; Capilliphycus; Chlorogloeopsis; Cylindrospermopsis; Desertifilum; Dolichospermum; Egbenema; Fischerella; Halotia; Leptodesmis; Leptolyngbya; Leptothermofonsia; Nodularia; Nostoc; Nostocales; Okeanomitos; Phormidium; Planktothrix; Pseudanabaena; Richelia; Rivularia; Thermocoleostomius; Thermoleptolyngbya; Tolypothrix; Trichodesmium; Trichormus; Trichothermofontia,11,7,Crocosphaera; Euhalothece; Gloeothece; Halothece; Rippkaea; Synechocystis; cyanobacterium,97,35,'Nostoc; Aliinostoc; Allocoleopsis; Altericista; Anabaena; Calothrix; Capilliphycus; Chlorogloeopsis; Chroococcidiopsis; Cyanobacterium; Cylindrospermopsis; Desertifilum; Dolichospermum; Egbenema; Fischerella; Halotia; Leptodesmis; Leptolyngbya; Leptothermofonsia; Nodularia; Nostoc; Nostocales; Okeanomitos; Phormidium; Planktothrix; Pleurocapsa; Pseudanabaena; Richelia; Rivularia; Thermocoleostomius; Thermoleptolyngbya; Tolypothrix; Trichodesmium; Trichormus; Trichothermofontia,4.0,5.0,Cyan7822_1715;Npun_R0769;Tery_4348;cce_2446,Tery_4348 L-threonine synthase (EC 4.2.3.1) [Trichodesmium erythraeum IMS101: NC_008312] | Threonine synthase | ref|YP_003886978.1| threonine synthase [Cyanothece sp. PCC 7822] | thrC; Threonine synthase,5.0,Cyan7822_1715;Npun_R0769;Tery_4348;cce_2446,Tery_4348 L-threonine synthase (EC 4.2.3.1) [Trichodesmium erythraeum IMS101: NC_008312] | Threonine synthase | ref|YP_003886978.1| threonine synthase [Cyanothece sp. PCC 7822] | thrC; Threonine synthase,"abs heterocyst/filament log2 ratio >= 1.0 | dynamic range across reported CT_D/CT_L N-fixing time points >= 1.0 | dynamic_range / mean_relative_abundance >= 0.5 | p_nitrate<=0.05 or p_interaction<=0.05, with max abs D-/D+ or L-/L+ logFC >= 0.25",Two-way ANOVA p value nitrate=6.40985940276849e-05; Two-way ANOVA p value lightordark=0.233416875061419; Two-way ANOVA p value Interaction=0.0137669024113595; D-_avgLFQ=26.7274026870728; D+_avgLFQ=24.2491130828857; L-_avgLFQ=26.272262096405; L+_avgLFQ=25.4060640335083; D-_D+(logFC)=2.4782896041871005; L-_L+(logFC)=0.8661980628967001 | CT_D0=1.04427946753267; CT_D3=0.67492202; CT_L0=0.905745842605263; CT_L3=2.49464819641561 | Log2 Ratio (Heterocyst/Filaments)=-3.2837898169782913; Variability [%]=10.119278935337; Peptide Pair Count=1;2,3.0,True,True,True,2.0,Tery_4348;cce_2446,D-_D+(logFC)=2.478; L-_L+(logFC)=0.8662 | max_hour=12; min_hour=18,2.0,True,False,True,,,,,1.0,302.0,,,False,False,False,False
Tier A: story-leading accessory,GF_00122,Model-Supported,S-(hydroxymethyl)glutathione dehydrogenase/class III alcohol dehydrogenase,Other / unassigned,Carbon flux and reductant supply,7.25,7.25,7.25,2.0,2.5,0.0,0.0,applicable,0.0,2.75,0.0,2,Held et al. 2022; Panda et al. 2025,nonheterocystous filament; unicellular,Crocosphaera subtropica ATCC 51142; Trichodesmium erythraeum IMS101,2.0,"S-(hydroxymethyl)glutathione dehydrogenase | Tery_2840 Alcohol dehydrogenase, zinc-binding [Trichodesmium erythraeum IMS101: NC_008312]",active_phase_D_minus_contrast_broad_minusN; active_phase_daytime_high,3,Held et al. 2022; Panda et al. 2025; Sandh et al. 2014,heterocyst; nonheterocystous filament; unicellular,Crocosphaera subtropica ATCC 51142; Nostoc punctiforme PCC 73102; Trichodesmium erythraeum IMS101,3.0,heterocyst/filament differential; nitrogen-state differential; relative diel dynamic in N-fixing culture,diel dynamic; filament/vegetative-enriched; higher under N-fixing minus-nitrate conditions,3.5444746017455984,3,Held et al. 2022; Panda et al. 2025; Sandh et al. 2014,Crocosphaera subtropica ATCC 51142; Nostoc punctiforme PCC 73102; Trichodesmium erythraeum IMS101,False,,,False,0.3806254767353165,7.253541832033512e-06,True,True,False,False,False,Model-Supported; 2 active-phase-up proteomics contexts; cross-morphotype bridge,137.0,0.5526315789473684,0.5534591194968553,0.5534591194968553,4,4,159,159,0,,True,True,True,True,12,9,Chroococcidiopsis; Crocosphaera; Cyanobacterium; Euhalothece; Gloeothece; Halothece; Rippkaea; Synechocystis; cyanobacterium,76,25,'Nostoc; Aliinostoc; Allocoleopsis; Anabaena; Calothrix; Capilliphycus; Chlorogloeopsis; Desertifilum; Dolichospermum; Egbenema; Fischerella; Halotia; Leptodesmis; Leptolyngbya; Nodularia; Nostoc; Nostocales; Okeanomitos; Planktothrix; Pseudanabaena; Rivularia; Thermocoleostomius; Tolypothrix; Trichodesmium; Trichormus,9,7,Crocosphaera; Euhalothece; Gloeothece; Halothece; Rippkaea; Synechocystis; cyanobacterium,79,27,'Nostoc; Aliinostoc; Allocoleopsis; Anabaena; Calothrix; Capilliphycus; Chlorogloeopsis; Chroococcidiopsis; Cyanobacterium; Desertifilum; Dolichospermum; Egbenema; Fischerella; Halotia; Leptodesmis; Leptolyngbya; Nodularia; Nostoc; Nostocales; Okeanomitos; Planktothrix; Pseudanabaena; Rivularia; Thermocoleostomius; Tolypothrix; Trichodesmium; Trichormus,3.0,4.0,Npun_R1946;Tery_2840;cce_1588,"Formaldehyde dehydrogenase (glutathione or Zn-dependend adh), plant defense, P and T | S-(hydroxymethyl)glutathione dehydrogenase | Tery_2840 Alcohol dehydrogenase, zinc-binding [Trichodesmium erythraeum IMS101: NC_008312]",4.0,Npun_R1946;Tery_2840;cce_1588,"Formaldehyde dehydrogenase (glutathione or Zn-dependend adh), plant defense, P and T | S-(hydroxymethyl)glutathione dehydrogenase | Tery_2840 Alcohol dehydrogenase, zinc-binding [Trichodesmium erythraeum IMS101: NC_008312]","abs heterocyst/filament log2 ratio >= 1.0 | dynamic_range / mean_relative_abundance >= 0.5 | p_nitrate<=0.05 or p_interaction<=0.05, with max abs D-/D+ or L-/L+ logFC >= 0.25",Two-way ANOVA p value nitrate=1.47548566133536e-07; Two-way ANOVA p value lightordark=0.00102771553423783; Two-way ANOVA p value Interaction=0.0194022141179132; D-_avgLFQ=26.2785043716431; D+_avgLFQ=24.1456589698792; L-_avgLFQ=25.8585619926453; L+_avgLFQ=22.3140873908997; D-_D+(logFC)=2.1328454017638983; L-_L+(logFC)=3.5444746017455984 | Log2 Ratio (Heterocyst/Filaments)=-2.605524571379509; Variability [%]=27.6760507985019; Peptide Pair Count=3;2 | Log2 Ratio (Heterocyst/Filaments)=-2.605524571379509; Variability [%]=27.6760507985019; Peptide Pair Count=3;2,3.0,True,True,True,2.0,Tery_2840;cce_1588,D-_D+(logFC)=2.133; L-_L+(logFC)=3.544 | max_hour=6; min_hour=23,2.0,True,False,True,,,,,1.0,499.0,,,False,False,False,False
